 	le	ragazze	vogliono	guardate	</S>
a10	0.56976664	0.023395399	0.3509538	0.050392188	0.0054919086
a20	0.0122265965	0.96560675	0.018345384	0.00041439367	0.0034068392
a31	0.7366238	0.2221805	0.0036766352	0.003231082	0.034288023
a20	0.3778102	0.5798144	0.0009171388	0.0018327076	0.039625615
a11	0.79649985	0.1889148	0.0136027895	0.00048446466	0.0004982484
a31	0.9447488	0.03593139	0.018628353	0.0005341657	0.0001572763
a0	0.59172386	0.20820315	0.18330352	0.009234679	0.0075348327
a31	0.26414466	0.116277106	0.40550047	0.022965707	0.19111195
a39	0.16023897	0.26747945	0.35206163	0.03643054	0.18378939
a18	0.16967797	0.1787155	0.32901755	0.036541246	0.2860477
a31	0.15420246	0.19273864	0.20094904	0.045905534	0.40620434
a8	0.106339976	0.11531136	0.10863193	0.095024176	0.57469255
a31	0.13227367	0.1360797	0.13616773	0.055103276	0.5403756
a46	0.13438278	0.13493937	0.12466315	0.11638403	0.4896307
a18	0.11598612	0.11512043	0.116344035	0.0913055	0.5612439
a35	0.14869237	0.14978196	0.1440101	0.086612	0.4709036
a31	0.13249485	0.13049364	0.13575315	0.07892	0.5223384
a39	0.17162617	0.1722809	0.16293791	0.1461728	0.3469822
a8	0.10244737	0.100041896	0.10866395	0.10534596	0.5835008
a23	0.15155785	0.15465413	0.15391856	0.04196234	0.49790707
</S>	0.2086982	0.21561906	0.19849776	0.027039416	0.35014555
