 	questo	muro	vuole	uno	specchio	</S>
a31	0.3695501	0.16204421	0.17331725	0.22172235	0.03844375	0.034922335
a24	0.46802288	0.099057294	0.42721593	0.003494978	0.0020800806	0.00012886712
a31	0.96155214	0.0074228696	0.018793637	0.005127928	0.0069435667	0.00015986827
a41	0.98421985	0.0019302202	0.009832835	0.0002993583	0.0033720138	0.00034587586
a39	0.8264622	0.041375093	0.13057049	0.001276252	0.00030489732	1.1007362e-05
a43	0.43681857	0.12112172	0.4360802	0.00457883	0.001389209	1.1463456e-05
a24	0.5264426	0.1102765	0.3565826	0.0056773415	0.0010008567	2.0108648e-05
a37	0.38487342	0.17510587	0.31557637	0.07301622	0.046690155	0.004737881
a20	0.42016953	0.16830537	0.2912515	0.0625632	0.05010931	0.0076010595
a41	0.40616596	0.18131553	0.30071452	0.049071252	0.059654556	0.0030781885
a18	0.57173914	0.118480295	0.27069923	0.015681861	0.02293413	0.00046520418
a31	0.53985256	0.116854146	0.2630518	0.031041196	0.045113888	0.0040863687
a11	0.43581808	0.037472125	0.15591319	0.05217089	0.1127023	0.20592347
a31	0.23977289	0.05366967	0.16871709	0.13989887	0.2066848	0.19125673
a29	0.15556873	0.048578475	0.103282504	0.085273154	0.121655755	0.4856414
a7	0.15327789	0.101251036	0.14844136	0.15747201	0.1737658	0.26579195
a31	0.13763377	0.100093864	0.12830408	0.12904114	0.14101577	0.3639114
a37	0.12091515	0.09832661	0.11287478	0.11094284	0.11663297	0.4403076
a31	0.10881316	0.111499466	0.11357154	0.13033496	0.14213601	0.39364493
a20	0.118682586	0.111288175	0.11739488	0.11874808	0.12017201	0.4137143
</S>	0.11968675	0.12045289	0.121508636	0.1275322	0.12734893	0.38347054
