 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.70574516	0.094794795	0.00092719315	0.02125595	0.00941256	0.0059027867	0.046782676	0.020120574	0.06479398	0.0017936095	0.028470717
a10	6.784562e-05	0.00058054493	4.452903e-06	0.043054648	0.033627126	0.03862138	0.67201805	0.00037145504	0.21101516	0.00063214294	7.0721167e-06
a31	0.004032697	0.0023463476	8.308578e-05	0.7419483	0.0030498044	0.008911534	0.08475918	0.00022785606	0.15355489	0.001055256	3.0991272e-05
a10	0.006373995	0.009680344	5.218524e-05	0.51894426	0.010167195	0.059860043	0.29071334	0.00031853915	0.10250657	0.0012783058	0.00010526258
a28	0.011127209	0.06201085	0.0007337276	0.49865484	0.010121643	0.014734846	0.32789475	0.00015504405	0.0716492	0.0028970463	2.084656e-05
a10	0.031993955	0.08100707	0.0008164295	0.15360256	0.029155396	0.024048725	0.42140156	0.00017355407	0.2483358	0.00941977	4.5281842e-05
a21	0.10540099	0.050566107	0.00063598907	0.09722823	0.030420411	0.032728206	0.44675982	0.0006717777	0.22418267	0.011270744	0.00013510135
a38	0.15314157	0.042973522	0.000891013	0.12749195	0.028054383	0.07457818	0.47338432	0.0033391772	0.08881422	0.007118064	0.00021363
a41	0.07357998	0.01697678	0.00034289702	0.018931111	0.01702004	0.5959075	0.16338474	0.0058146305	0.103337646	0.0041485378	0.0005560995
a31	0.030932823	0.006954451	0.0005641734	0.0072863083	0.006451382	0.78185445	0.07430876	0.0070096008	0.081376754	0.00257956	0.00068180665
a18	0.03333921	0.010899475	0.0047217575	0.017567154	0.0113353515	0.666344	0.12125326	0.037055615	0.051033024	0.016973322	0.02947787
a31	0.024042036	0.006874178	0.0010409909	0.005227968	0.0053405506	0.73843896	0.101477705	0.024987997	0.08907753	0.0014285294	0.0020636038
a21	0.04038028	0.01705687	0.010179682	0.037462898	0.015743457	0.4763566	0.15445895	0.10906419	0.049329218	0.019342247	0.07062566
a31	0.024463043	0.016149662	0.001664554	0.011788316	0.018746935	0.551905	0.16384935	0.08441464	0.12046306	0.0018597461	0.0046956814
a18	0.032441996	0.024036989	0.012332923	0.06854382	0.028051745	0.3161034	0.20511073	0.1507395	0.041582484	0.02573364	0.09532271
a17	0.0314393	0.03309625	0.008538588	0.07321078	0.07084756	0.28110015	0.20761806	0.0884589	0.19582316	0.0064819152	0.0033853855
a20	0.040456574	0.052160144	0.019053658	0.10187678	0.079972245	0.24843878	0.24188632	0.13287276	0.04711361	0.010247103	0.02592213
a3	0.034401707	0.050713412	0.020691002	0.15777189	0.11180157	0.17036794	0.25388077	0.11026852	0.036786404	0.015958507	0.03735824
a35	0.040146004	0.044625234	0.03209018	0.31504154	0.11273257	0.09058332	0.14630614	0.09587264	0.020553518	0.03519215	0.0668568
a37	0.052669764	0.052449036	0.0357394	0.33079624	0.1163323	0.09288391	0.12143794	0.07891805	0.036485508	0.031650983	0.050636854
a38	0.04617041	0.046993352	0.04099625	0.38805375	0.07949484	0.06365375	0.0805856	0.06752373	0.03003501	0.04230156	0.11419176
a31	0.047958713	0.049816288	0.038646076	0.37592828	0.10574697	0.06514967	0.09432709	0.05332424	0.05364988	0.029450646	0.08600216
a37	0.04655095	0.0479976	0.044792913	0.40193602	0.07015994	0.065218486	0.077781536	0.08002421	0.019465683	0.04661301	0.09945968
a21	0.06724144	0.064914845	0.06241507	0.17307484	0.06496398	0.07258334	0.06687766	0.07135608	0.04552146	0.06281066	0.24824072
a31	0.06327379	0.059692495	0.05520641	0.2868293	0.06235732	0.07167602	0.06427813	0.06846906	0.04255014	0.0552245	0.17044291
a29	0.05826448	0.058307115	0.057332247	0.30016375	0.06309161	0.06582418	0.06652776	0.0721858	0.032011695	0.05843127	0.1678601
a31	0.0618941	0.05984234	0.057877038	0.07581285	0.058832966	0.065298475	0.060266733	0.06295629	0.057982486	0.058697693	0.3805391
a33	0.06069726	0.060564518	0.060265027	0.12677659	0.06139985	0.06308374	0.062480185	0.06387068	0.047214694	0.06077086	0.3328766
a20	0.045417912	0.04511312	0.0444055	0.14382264	0.04683296	0.047017302	0.047001824	0.04543211	0.05109881	0.0414432	0.44241464
a31	0.05132139	0.051216513	0.050968233	0.0881159	0.051778793	0.052670848	0.052217778	0.051659208	0.048531834	0.050345257	0.4511743
</S>	0.06315349	0.0629985	0.062803276	0.078048624	0.06296913	0.065420926	0.063958295	0.06397605	0.050839283	0.06262822	0.36320427
