 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.65855503	0.0054504564	0.0007836148	0.2572044	0.070710436	0.0072960523
a31	0.032972984	1.4013816e-05	0.897845	0.05681693	0.012145148	0.00020589324
a8	0.032374397	0.00028115607	0.011623222	0.31128564	0.6321785	0.0122570945
a31	0.067871965	0.00023193003	0.8810866	0.029251648	0.02006613	0.0014917321
a15	0.8793797	3.1745007e-05	0.07104313	0.042991374	0.00555763	0.0009962743
a13	0.8954593	5.989933e-05	0.05637399	0.047011524	0.0009802292	0.00011504197
a24	0.8105312	3.4670928e-05	0.0071612326	0.157866	0.021883506	0.0025233598
a31	0.84387755	0.00010939066	0.010121365	0.092812635	0.049230944	0.0038480826
a18	0.41521737	0.0002707926	0.009105121	0.20008056	0.36884263	0.006483531
a31	0.13869834	0.0013739892	0.031495053	0.48705456	0.33651808	0.004860015
a20	0.08443633	0.01517507	0.029668871	0.16835904	0.46856853	0.2337922
a11	0.048358604	0.017249921	0.040187776	0.24256787	0.4680698	0.18356602
a8	0.061799623	0.03666506	0.056374267	0.14436376	0.28471425	0.41608307
a31	0.080439016	0.05880332	0.07941839	0.16494526	0.29327855	0.3231155
a8	0.08710903	0.07956737	0.08377542	0.102154434	0.12208018	0.52531356
a31	0.079162605	0.06835209	0.07954993	0.12925129	0.21962778	0.42405635
</S>	0.10958518	0.10359137	0.10603286	0.11405669	0.121477365	0.44525653
