 	perché	aveva	lavorato	molto	</S>
a46	0.711531	0.021476991	0.0003167906	0.1132031	0.15347216
a31	9.053092e-05	0.84770304	0.0025815193	0.1495185	0.00010642051
a17	0.09040207	0.87613314	0.0017904051	0.02437074	0.007303599
a31	0.025479794	0.67743766	0.22009689	0.07004581	0.006939902
a37	0.010501545	0.5370849	0.33206475	0.11703785	0.003311
a31	0.01266054	0.2863683	0.49428234	0.20563073	0.0010581544
a18	0.3127111	0.3049388	0.19911505	0.1526989	0.030536097
a10	0.09965404	0.27698785	0.06577315	0.49644753	0.061137404
a31	0.100404695	0.11317211	0.047073625	0.6576124	0.08173725
a46	0.07310258	0.06871478	0.057988625	0.7671991	0.0329949
a20	0.04538285	0.055133473	0.07189857	0.81070125	0.016883856
a11	0.06442931	0.06327956	0.0939582	0.683156	0.09517689
a18	0.11458989	0.10590748	0.12945345	0.35170767	0.29834148
a31	0.10591824	0.107165724	0.120892264	0.23672777	0.42929602
a0	0.108551756	0.10556099	0.1122145	0.112986505	0.56068623
a31	0.088003054	0.09700383	0.09886041	0.11450331	0.60162944
a8	0.10551596	0.10425643	0.10768543	0.10063372	0.58190846
a31	0.09238584	0.093991436	0.09808852	0.10901995	0.6065143
a7	0.13512649	0.13471548	0.13650107	0.12816061	0.46549633
a31	0.111426026	0.11221913	0.1143683	0.1123906	0.549596
</S>	0.15300402	0.1524407	0.15381752	0.1446645	0.39607325
