 	le	melanzane	vogliono	girate	</S>
a31	0.033786837	0.061758913	0.90313816	0.0011801365	0.00013608499
a35	0.43475255	0.380588	0.039018307	0.13840662	0.0072346064
a41	0.13837013	0.72709703	0.11666184	0.014826809	0.0030441806
a10	0.061493874	0.40043202	0.42270568	0.064327605	0.05104075
a18	0.054460697	0.056147683	0.072697446	0.69286305	0.12383116
a35	0.43639317	0.17291352	0.04820192	0.33977446	0.0027168563
a31	0.12784255	0.20102306	0.072997354	0.59133005	0.0068070074
a34	0.02396474	0.03078745	0.21624146	0.7028267	0.026179755
a8	0.024407247	0.042815275	0.6238245	0.2641759	0.04477703
a31	0.024458958	0.034207147	0.56177384	0.30397004	0.07559008
a8	0.06995922	0.07307119	0.15681338	0.11578145	0.5843747
</S>	0.08405342	0.087855436	0.20998178	0.1147216	0.50338775
