 	ora	ho	finito	di	scrivere	</S>
a23	0.41409197	0.070677795	0.15862606	0.15021078	0.17512266	0.031270776
a31	0.023326512	0.81010234	0.15025131	0.005517073	0.010712387	9.037809e-05
a28	0.29236186	0.12453506	0.10981537	0.314506	0.15453947	0.004242243
a31	0.51279753	0.2390875	0.023578363	0.033487234	0.18585408	0.005195255
a41	0.32130742	0.5471227	0.10582782	0.0056743072	0.01976572	0.0003019636
a21	0.49601156	0.24086927	0.24949521	0.008115449	0.0054296283	7.892946e-05
a24	0.3085595	0.1236414	0.5347651	0.015673175	0.015461035	0.0018997067
a31	0.22307812	0.10195174	0.5933862	0.03692935	0.034555707	0.010098908
a39	0.2207078	0.09974575	0.5355319	0.11952231	0.016227642	0.00826464
a31	0.14920601	0.10947876	0.5243495	0.14139242	0.07295981	0.0026134783
a28	0.1616689	0.091381975	0.19050364	0.18497987	0.13758047	0.23388523
a31	0.11586845	0.086751215	0.13339543	0.3074898	0.17028506	0.18620998
a20	0.09082314	0.081485406	0.09792768	0.15788972	0.12637632	0.44549772
a37	0.061656315	0.06256795	0.07460187	0.14091444	0.38874295	0.27151653
</S>	0.07910476	0.07879242	0.08445136	0.11368412	0.18853964	0.45542777
