 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.060364615	0.023139901	0.019059367	0.012558272	0.024747957	0.10824086	0.26416492	0.40568322	0.082040854
a15	0.0020931321	0.030194089	0.095736995	0.5878951	0.24518299	0.035057385	0.003596974	0.00023019205	1.3099759e-05
a31	0.003174383	0.01639208	0.04891681	0.16474508	0.6471945	0.099916756	0.019232562	0.00040974945	1.8023327e-05
a21	0.011092756	0.0024130642	0.11015546	0.057151392	0.45676944	0.0873502	0.2187776	0.05291644	0.0033737381
a31	0.018486908	0.019476177	0.076301225	0.56947243	0.10885407	0.1053303	0.09421757	0.0075842952	0.00027698564
a8	0.025006559	0.05531656	0.27411085	0.32834864	0.15954976	0.02256647	0.054993924	0.07934312	0.00076405104
a31	0.16697969	0.10495663	0.35055777	0.14405727	0.18772866	0.025731571	0.008608502	0.010474311	0.00090558286
a20	0.0060099857	0.0028529142	0.0069560953	0.008907203	0.052785337	0.12208992	0.062193632	0.72393167	0.01427324
a39	0.046797954	0.028734878	0.05998201	0.052688822	0.2375166	0.25596356	0.049516544	0.25188985	0.016909834
a20	0.02235332	0.019029783	0.030406617	0.023922963	0.11223393	0.16878672	0.07156267	0.5399375	0.011766553
a46	0.024697129	0.033258118	0.04711188	0.042124085	0.13371082	0.120609775	0.099081874	0.49041218	0.008994199
a31	0.041598115	0.076000795	0.101679035	0.11429059	0.1902077	0.09335982	0.11236937	0.24684885	0.02364574
a39	0.032202918	0.052113883	0.07698446	0.11539471	0.16523662	0.092799895	0.10490555	0.21860187	0.14176004
a31	0.09523244	0.10143285	0.10448107	0.10773956	0.114634335	0.105294034	0.15001991	0.08944423	0.13172159
a20	0.07989484	0.08373202	0.0896948	0.09848543	0.096962295	0.09004534	0.09720779	0.069623016	0.29435444
a31	0.07707941	0.07807001	0.07713283	0.0754617	0.081462845	0.08508072	0.12755913	0.08117678	0.31697664
a46	0.07771164	0.07817272	0.079051495	0.08025045	0.08025758	0.0800617	0.08607701	0.058720913	0.37969652
a31	0.06785602	0.068214804	0.06747537	0.066316344	0.0695099	0.07196098	0.0942939	0.067963146	0.42640957
a46	0.08162511	0.08175151	0.08206385	0.08240044	0.08258544	0.082519755	0.08372761	0.06430842	0.35901782
</S>	0.06553251	0.065725826	0.06515974	0.06423381	0.0663912	0.06816729	0.08239308	0.0677212	0.45467532
