 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.069420524	0.17016362	0.053000096	0.074648045	0.14140436	0.020970931	0.23360264	0.2367898
a20	0.025516015	0.023144381	0.07503159	0.036192525	0.73279595	0.09432228	0.012640037	0.0003572195
a11	0.008573507	0.0023991545	5.0953302e-05	0.0041681933	0.8783714	0.10244264	0.003515396	0.00047873618
a10	0.0013048438	0.0016574663	7.189334e-05	0.0008764581	0.8496301	0.14455563	0.0016943829	0.00020922224
a39	0.00058117975	0.0018916845	0.0002306509	0.0016904	0.74760306	0.24533668	0.0026035556	6.2779116e-05
a7	0.02559447	0.19767526	0.005696238	0.01699121	0.24530566	0.50100464	0.007065732	0.0006668057
a37	0.08494258	0.32036993	0.016823484	0.020841205	0.10180645	0.42417818	0.025247887	0.005790338
a8	0.13800733	0.40075037	0.027126098	0.033574566	0.076453626	0.282634	0.033678263	0.007775795
a18	0.27292538	0.5703852	0.020531928	0.026651587	0.048333902	0.050295927	0.009861013	0.0010150267
a46	0.51440793	0.17814785	0.02280481	0.019982496	0.09526078	0.096213594	0.06699436	0.006188108
a31	0.62804514	0.14955612	0.017372727	0.012038403	0.11589509	0.046145212	0.022923306	0.008023914
a18	0.27088127	0.07773785	0.015936298	0.025407953	0.25273472	0.07508426	0.21482727	0.0673904
a24	0.26752362	0.074599415	0.05014734	0.086616926	0.32062855	0.07918526	0.07366971	0.04762916
a28	0.23194343	0.05239515	0.028926313	0.04798554	0.23061961	0.10046045	0.14897048	0.15869902
a31	0.24569117	0.052651934	0.035216093	0.05607341	0.21835333	0.120018266	0.08654144	0.18545435
a20	0.13029249	0.069377735	0.059761204	0.080006205	0.12606928	0.10595411	0.0963212	0.33221778
a31	0.08952036	0.08790596	0.080362685	0.10304925	0.100255705	0.08793412	0.060685024	0.39028686
a3	0.087227345	0.06830046	0.06680235	0.07829684	0.08876481	0.08264836	0.0744286	0.4535313
a31	0.07174581	0.07316714	0.06891603	0.07621203	0.07199176	0.07480075	0.06340733	0.49975908
a20	0.082356654	0.07665128	0.076247364	0.08113241	0.08423374	0.083800405	0.07581519	0.43976292
a31	0.074058704	0.07569434	0.07435317	0.07980016	0.075187825	0.07617587	0.055781424	0.48894846
</S>	0.089578226	0.086474985	0.08641699	0.0898977	0.09307203	0.09516992	0.08520205	0.37418807
