 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a23	0.12878169	7.337013e-05	9.540503e-05	5.4553235e-05	0.0031393294	0.02727381	0.013260299	0.011596101	0.009830311	0.00024209064	0.009535978	0.022427712	0.0027040062	0.65824103	0.10765779	0.0050865044
a31	0.00035923946	0.00031601137	0.0005329428	0.00010233575	0.037951667	0.007352643	0.1048266	0.41192865	0.2767595	0.0008903943	0.009595775	0.031851616	0.0076126177	0.109076135	0.000837271	6.5765544e-06
a37	0.012382009	0.0015934249	0.0012784055	0.00070178567	0.0005552021	0.00027956493	0.0032526706	0.0054870113	0.13724764	0.0006977688	0.121370144	0.4549443	0.22535835	0.021264965	0.0133414315	0.00024530315
a31	0.0017930884	0.021310283	0.020097515	0.005085778	0.011457284	0.0008697999	0.090829186	0.30879065	0.24915017	0.001499274	0.012308306	0.22716384	0.032606393	0.0131908385	0.003741744	0.000105887244
a24	0.0015898421	0.0026230155	0.004686147	0.00076742173	0.012744203	0.0011523068	0.07945433	0.7665086	0.06762702	0.0009876983	0.0019592538	0.036048483	0.005497432	0.016771011	0.0014512806	0.00013191816
a46	0.038587738	0.00886759	0.015478528	0.0030359565	0.015496349	0.0031295978	0.034959063	0.45397818	0.19229412	0.009870823	0.0100568	0.11033379	0.023049396	0.07342249	0.0074037705	3.5850484e-05
a31	0.042040095	0.005277212	0.011118247	0.0018738607	0.020106828	0.0026751491	0.04290783	0.3761572	0.057972413	0.0027062364	0.0044811517	0.050836798	0.013285804	0.28626725	0.081946336	0.00034757794
a39	0.024262115	0.0031345459	0.004557811	0.0022009835	0.009239727	0.005543412	0.07178384	0.29968494	0.0606422	0.011864231	0.011646285	0.28733164	0.019648336	0.11458616	0.06849897	0.005374841
a8	0.018368373	0.0032929662	0.0047795135	0.0014201647	0.0096376585	0.0044639315	0.054737955	0.26989862	0.032271534	0.0056165126	0.011565434	0.22745402	0.007993347	0.16540556	0.1727692	0.010325186
a3	0.06993237	0.008808994	0.012472833	0.0057368297	0.01735287	0.00397469	0.038448244	0.19742861	0.06883274	0.008583207	0.009607763	0.15906467	0.007453031	0.24268936	0.13334052	0.016273305
a31	0.02010362	0.0033944228	0.004829313	0.0028655909	0.008024487	0.006883274	0.04964312	0.11437183	0.051099177	0.011168683	0.017558597	0.39587304	0.041976754	0.10132416	0.061979428	0.10890459
a10	0.024584105	0.0029225363	0.004893219	0.0026624757	0.009255175	0.009263365	0.038548026	0.08956395	0.062434938	0.015279845	0.026122652	0.482501	0.0627284	0.046924543	0.027851582	0.09446411
a3	0.0036875168	0.0021793158	0.0039552166	0.002118103	0.007763123	0.006226356	0.05395602	0.10676667	0.034142666	0.0076614926	0.022615131	0.32473382	0.04726548	0.18636338	0.07232584	0.11823986
a39	0.0059156143	0.006725152	0.01171738	0.008175138	0.014996826	0.011490247	0.052160013	0.114112414	0.046956092	0.015421202	0.07703685	0.4320121	0.029541608	0.044746716	0.027717838	0.10127481
a31	0.0060631665	0.010453348	0.019222075	0.012625563	0.027771307	0.018976644	0.07139947	0.15057549	0.044910055	0.02085598	0.093088016	0.39862698	0.02770221	0.0358255	0.018267294	0.043636985
a27	0.0060345666	0.007679303	0.015704533	0.011225472	0.019948537	0.015085774	0.065063775	0.1204254	0.077094175	0.02693416	0.109342486	0.31933767	0.026953418	0.027524583	0.033456717	0.118189424
a7	0.0078455545	0.015525262	0.049982317	0.0242292	0.086106315	0.03623991	0.08746308	0.14067915	0.042429194	0.046390582	0.15898101	0.23567258	0.029986639	0.016043557	0.009182963	0.013242734
a31	0.007387574	0.007951357	0.032214366	0.014736098	0.048276566	0.016579015	0.042513564	0.08621336	0.04215441	0.03406498	0.19585048	0.18261524	0.012206271	0.029438885	0.055226203	0.19257157
a20	0.0068396223	0.0086421035	0.032463145	0.016727004	0.044766843	0.018302111	0.05332053	0.10507603	0.064061366	0.04202917	0.23420739	0.21849842	0.015159266	0.02461973	0.041122265	0.074164994
a3	0.012846633	0.01435861	0.061425477	0.02366368	0.114231005	0.025758367	0.044310655	0.0744979	0.03859457	0.056471534	0.2662725	0.1655507	0.02697664	0.021019697	0.025492104	0.028529914
a20	0.018836593	0.017149774	0.05420299	0.022200128	0.1571503	0.023618137	0.036174525	0.057180643	0.033675354	0.04657583	0.21615022	0.09649158	0.017201649	0.031980045	0.06283646	0.10857577
a28	0.020435952	0.020364193	0.063075125	0.026829166	0.17660178	0.02675882	0.034376588	0.050024763	0.035517488	0.05557772	0.22567165	0.09122126	0.030579844	0.04182931	0.05225586	0.048880488
a29	0.025109185	0.022399029	0.03185277	0.023290355	0.1371548	0.024637599	0.03536618	0.054141536	0.034778815	0.029605726	0.11251195	0.078798786	0.015911728	0.047826402	0.11539772	0.21121733
a31	0.035436638	0.033757314	0.044409785	0.034675177	0.17874989	0.036252238	0.04510541	0.05847429	0.042957954	0.041175053	0.10686705	0.07667687	0.024708468	0.04429501	0.08394922	0.11250959
a28	0.032525036	0.03109752	0.038195632	0.03199924	0.13470592	0.03259722	0.041361038	0.05908965	0.04311731	0.037059166	0.11683154	0.08260684	0.021952892	0.05102712	0.08573489	0.16009903
a46	0.043969702	0.042833094	0.04465647	0.04269886	0.074354805	0.043903533	0.05028306	0.059985343	0.048999097	0.043512322	0.08041012	0.07277129	0.031657316	0.049458284	0.08908099	0.18142572
a20	0.039411988	0.038787734	0.051354982	0.040022794	0.2072257	0.041443802	0.049614705	0.061708774	0.04748109	0.047398984	0.10954841	0.07577353	0.024916353	0.03399119	0.060812417	0.07050758
a31	0.045345817	0.044668853	0.047159903	0.04482033	0.08707513	0.045449845	0.049501967	0.0558968	0.048935086	0.046197806	0.0728265	0.06369681	0.035142466	0.045472957	0.06547015	0.20233954
a37	0.044818487	0.04404584	0.046298265	0.044296354	0.08189799	0.04467551	0.049333666	0.058203544	0.049856067	0.045546412	0.08119558	0.06816266	0.030427082	0.046995647	0.067496344	0.1967506
