 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
a31	0.5340292	0.00047886587	0.0027121748	6.445068e-05	0.0001937246	3.3808104e-05	0.0042441012	0.014904236	0.01863928	0.0133791575	0.037610963	0.0365271	0.04653438	0.14219816	0.03022208	0.0077045686	0.104551844	0.005971934
a39	0.00091338274	6.517752e-05	0.0007068853	0.0011027022	0.0063568307	0.0031198463	0.06039853	0.18233724	0.07773433	0.55731964	0.06952976	0.023173379	0.0020254592	0.0065462207	0.006299856	0.001433848	0.00064404047	0.00029287525
a31	0.015028807	0.008522675	0.05986192	0.041447945	0.025391359	0.030740451	0.087804645	0.21677296	0.02026056	0.046286896	0.0381124	0.018185	0.0171636	0.037050694	0.14896399	0.168903	0.019052003	0.00045111272
a8	0.0035539295	0.0045379587	0.014347993	0.017604887	0.021028327	0.022579985	0.086944036	0.25645778	0.020132273	0.09516416	0.06692676	0.025956001	0.027281737	0.019210815	0.099019825	0.17972349	0.037896145	0.0016339447
a31	0.04803632	0.042681158	0.05250793	0.08386928	0.11432379	0.14102075	0.16385055	0.13729908	0.020441793	0.07157418	0.04982196	0.013097786	0.030872872	0.014789357	0.0013465219	0.014338339	0.00012350183	4.8927486e-06
a35	0.0074191093	0.0015497422	0.00095815165	0.0010426369	0.003354973	0.0017884326	0.0052577714	0.008800737	0.00071269815	0.00753686	0.048096195	0.11667179	0.021932269	0.15210862	0.05998019	0.5586385	0.0039793444	0.0001719717
a31	0.015207921	0.0034884824	0.0028214324	0.0046953587	0.012001064	0.009858968	0.01241119	0.013858312	0.003403581	0.03010495	0.25967428	0.22838342	0.04512234	0.0772192	0.065691546	0.19624035	0.01965817	0.00015939269
a33	0.010058596	0.0011511721	0.0009295847	0.00095647504	0.0014671343	0.0010562345	0.0020091834	0.0037545653	0.0015669047	0.0068450063	0.07490038	0.24628152	0.014652411	0.093169354	0.059447367	0.43342113	0.045033906	0.003299068
a23	0.043114267	0.004358627	0.008611141	0.010505524	0.047581434	0.018155493	0.018233264	0.0185943	0.0035263856	0.010238047	0.12933245	0.38140267	0.051537015	0.21293788	0.008768843	0.013155086	0.01723156	0.0027159548
a31	0.029645033	0.0032664684	0.0063289907	0.00647747	0.007176271	0.0067952564	0.010987124	0.020830633	0.0065101585	0.020705318	0.0473125	0.12917241	0.008502832	0.16336985	0.0901587	0.1335943	0.29967597	0.009490697
a37	0.0106359795	0.00044619615	0.0010409405	0.0012072219	0.0007255413	0.001626268	0.005314424	0.0076244003	0.00792058	0.009143921	0.040984057	0.06746028	0.0049861157	0.020906094	0.12578337	0.2872393	0.38899094	0.017964454
a31	0.0069568153	0.00061144354	0.0035860634	0.0049285144	0.008322415	0.005707635	0.007731332	0.012910462	0.032037538	0.019744573	0.119551405	0.2142474	0.0052517205	0.031328995	0.04543295	0.15537839	0.30621406	0.020058278
a41	0.00493056	0.00054662896	0.0028581417	0.0046067135	0.0049474463	0.00492583	0.0070081595	0.0125151165	0.042984743	0.016659807	0.07631494	0.08355935	0.008459482	0.019808294	0.031158034	0.19379884	0.45541036	0.029507546
a28	0.010103892	0.003304114	0.014204829	0.030635169	0.043626767	0.036574043	0.03816544	0.04157239	0.139841	0.032527905	0.14899145	0.14003535	0.008402496	0.110870615	0.063186586	0.04394628	0.086126395	0.007885291
a24	0.0028034374	0.00127911	0.0023590005	0.008262415	0.0102394605	0.012408579	0.016446332	0.025606684	0.07104426	0.012201379	0.04238653	0.023602584	0.0117986025	0.008260702	0.024129001	0.25163284	0.42090765	0.054631434
a31	0.0064610946	0.0056206235	0.0062392233	0.01504583	0.04192666	0.05900811	0.062058266	0.04669106	0.0577148	0.010607961	0.03256947	0.02927465	0.02499829	0.024899326	0.03195288	0.1449935	0.2735561	0.12638211
a23	0.009177615	0.0073412806	0.009412719	0.02927953	0.044036977	0.07343145	0.077460505	0.07025469	0.14789797	0.016157437	0.05506049	0.033729833	0.044035066	0.04664049	0.08998796	0.12891324	0.07399719	0.043185566
a31	0.0116278725	0.011021891	0.012876345	0.03515455	0.08946244	0.12287992	0.12438294	0.09300081	0.049131095	0.019405585	0.031808298	0.0388508	0.016052723	0.14145985	0.10784531	0.02740221	0.06160519	0.006032116
a18	0.009094307	0.007306885	0.008913072	0.025252335	0.03731531	0.0705115	0.076288335	0.06987032	0.1524399	0.016618712	0.06165244	0.037881054	0.05014823	0.034795903	0.07592354	0.12726456	0.06502507	0.07369854
a31	0.022824727	0.022571301	0.022754429	0.028458124	0.047360167	0.114540614	0.12652422	0.059676457	0.041272778	0.026663912	0.036215957	0.041264027	0.035387315	0.07496859	0.10697487	0.064153306	0.088090435	0.040298793
a17	0.022294484	0.021228839	0.021627754	0.026726237	0.032874893	0.100940585	0.11296661	0.055130105	0.06638737	0.023965672	0.04100207	0.0344613	0.05663146	0.04092099	0.097985104	0.08600707	0.050174337	0.10867521
a20	0.03234154	0.032351945	0.032286264	0.034724113	0.045519102	0.07577707	0.08388975	0.047519375	0.039619092	0.035071746	0.039821193	0.044308078	0.038880628	0.07288948	0.1657042	0.05418681	0.07212563	0.05298402
a23	0.033370454	0.03282272	0.03309214	0.03676678	0.042062618	0.09976427	0.112058245	0.056570638	0.0437793	0.034209136	0.03824367	0.037972454	0.040271703	0.051117916	0.13975719	0.049938098	0.048125595	0.07007711
a31	0.03492717	0.034897357	0.03518833	0.03944967	0.04748328	0.111283176	0.124657825	0.061941892	0.03959022	0.03661673	0.038036607	0.039436385	0.034402538	0.0544996	0.14520815	0.03354314	0.040039014	0.048798874
a13	0.040513817	0.039909717	0.040033188	0.04180715	0.04394245	0.07478389	0.082373954	0.052010093	0.05681919	0.040931623	0.048178602	0.046738677	0.05645292	0.043031313	0.06665062	0.06851973	0.04638213	0.11092095
a28	0.040632837	0.04081559	0.04059892	0.041098617	0.048215453	0.04627405	0.04696708	0.043228533	0.04282106	0.042752195	0.04524851	0.048939444	0.04390989	0.056373306	0.13122001	0.05318521	0.07275595	0.11496335
a31	0.04302941	0.042558532	0.04253092	0.04283791	0.043748535	0.048900083	0.05035073	0.044914782	0.051397942	0.043105055	0.04741213	0.046998747	0.052345116	0.04825241	0.09667942	0.062464956	0.05613898	0.13633437
a19	0.04366471	0.043414805	0.043377906	0.043580633	0.04469775	0.047138073	0.04792958	0.044818193	0.046928912	0.04383837	0.04593237	0.046757326	0.047755912	0.053343363	0.12081973	0.055654053	0.05521414	0.1251342
a21	0.01746336	0.017965794	0.017664922	0.018204251	0.028696049	0.021608416	0.021631368	0.019975442	0.019351535	0.020879587	0.025181644	0.037052747	0.02297195	0.12325642	0.16650778	0.06362247	0.24418454	0.1137818
a31	0.026967274	0.027169054	0.026887195	0.02783468	0.03864295	0.039644834	0.04159831	0.032203477	0.036249854	0.030361282	0.037799995	0.045234513	0.03952429	0.10148499	0.1914174	0.07070612	0.099601544	0.08667222
a37	0.032625437	0.032556623	0.032507412	0.032869488	0.035117865	0.038484994	0.039678548	0.034845866	0.03939888	0.033487786	0.03758222	0.039759602	0.041199747	0.07155675	0.20178919	0.057808537	0.056713987	0.14201704
a31	0.031501137	0.0317721	0.031624295	0.031897392	0.036697637	0.033643965	0.03368724	0.032804262	0.032682873	0.033177882	0.035115477	0.039458767	0.034327317	0.078537	0.23341209	0.047050834	0.06299062	0.13961911
a7	0.039080795	0.039033648	0.039011728	0.03913134	0.03995917	0.040983614	0.041374657	0.039810114	0.04056749	0.039364267	0.040845364	0.043002266	0.042108584	0.060538888	0.16353697	0.05178848	0.049942926	0.14991972
a31	0.035752457	0.035915956	0.035831247	0.03597499	0.03864565	0.036737423	0.036711283	0.036422618	0.036145806	0.036706045	0.037750643	0.040448003	0.037279855	0.06374765	0.19793138	0.045148995	0.053644776	0.15920521
a17	0.042937413	0.042909864	0.042894345	0.0429514	0.04345983	0.0437858	0.043960292	0.04330671	0.04345604	0.043131147	0.044354968	0.047143117	0.045599982	0.0608407	0.13135041	0.055112008	0.04981283	0.13299318
a41	0.035798833	0.035952743	0.0358806	0.036008965	0.03832267	0.036685873	0.036665436	0.03640828	0.03606003	0.036649343	0.0376737	0.04052752	0.037431736	0.06292955	0.18858433	0.04518041	0.05042893	0.17281106
</S>	0.03828788	0.03837367	0.038333032	0.03843743	0.039850384	0.03932826	0.03943436	0.03886979	0.03851474	0.0388532	0.04022197	0.04411652	0.04103881	0.06551425	0.16322315	0.05165267	0.04801504	0.15793484
