 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.0002218935	0.1204507	0.13090071	0.05520523	0.039677642	0.11433636	0.53920746
a35	0.011824633	0.42858344	0.20381461	0.028583143	0.32157326	0.0055898135	3.1138235e-05
a20	0.007777213	0.022447515	0.042468302	0.067464456	0.85832477	0.0015102423	7.5136168e-06
a31	0.0009149948	0.0038233395	0.01159064	0.017850485	0.96297854	0.0028099914	3.2015436e-05
a20	0.0020359163	0.006218783	0.041761745	0.028235456	0.91629046	0.0053083696	0.00014917734
a31	0.006714697	0.01385769	0.062006168	0.13777381	0.6963378	0.08308289	0.00022695224
a20	0.008737511	0.012173917	0.06569446	0.1285253	0.62852335	0.15221943	0.0041259974
a13	0.014309747	0.02041779	0.13730162	0.20295635	0.41745007	0.19527654	0.012287941
a24	0.005449616	0.012080595	0.08145157	0.25875655	0.417107	0.19923775	0.025916958
a46	0.004305132	0.018681955	0.09068711	0.29056153	0.40100548	0.13955274	0.05520604
</S>	0.024797443	0.033844862	0.13648596	0.36792228	0.25853136	0.16520509	0.013212955
