 	non	aveva	dove	a	stare	</S>
a31	0.015636036	0.009455668	0.33731142	0.28044167	0.2735358	0.08361944
a8	0.0069725793	0.015741358	0.03901381	0.0031398877	0.9288677	0.006264615
a31	0.032797776	0.02633287	0.91370106	0.003572983	0.020864582	0.002730768
a28	0.026391657	0.030484553	0.86508036	0.023492368	0.05011443	0.004436698
a37	0.011450816	0.09836213	0.77736664	0.023405299	0.08830589	0.001109113
a31	0.27771786	0.32886648	0.17865668	0.15867135	0.05187907	0.0042085173
a18	0.14630494	0.04548944	0.03913085	0.18255359	0.54731643	0.039204758
a0	0.040416878	0.02150572	0.04805858	0.1289464	0.71003884	0.05103364
a23	0.04960861	0.03056518	0.049288366	0.16426043	0.61389637	0.09238103
a8	0.044406973	0.027937096	0.07938547	0.32650065	0.34384573	0.17792413
a31	0.053894065	0.044348255	0.08925023	0.22350104	0.22463192	0.36437443
a20	0.099502206	0.090272054	0.05881998	0.168952	0.114381626	0.46807212
a31	0.07885639	0.07846828	0.092607476	0.17853278	0.09291559	0.47861946
a20	0.10461705	0.101939745	0.07788202	0.16072983	0.08847641	0.46635494
a24	0.06880475	0.07012386	0.11138023	0.15193497	0.08854078	0.5092154
a8	0.07996574	0.08231223	0.09548604	0.17117131	0.08627635	0.48478842
a31	0.060732257	0.064100996	0.12769753	0.19643846	0.107008725	0.44402212
</S>	0.1021842	0.101583764	0.09838194	0.14616601	0.099236794	0.45244732
