 	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.86237794	0.10199095	0.00013980524	0.0049975426	0.017164499	0.0046028104	0.008726424
a20	0.0014019297	0.065847896	0.0056696557	6.350161e-05	0.14961335	0.77739435	9.361335e-06
a31	0.06847368	0.44839728	0.4525167	1.8277677e-05	0.01047168	0.01968501	0.00043749195
a18	0.03680745	0.24896212	0.6120078	5.6503734e-05	0.0069389525	0.09478642	0.00044081453
a31	0.012779256	0.5133628	0.44629222	3.875121e-05	0.015940187	0.01153929	4.7494505e-05
a37	0.0770519	0.36149412	0.35399383	0.00082185294	0.077688836	0.12789524	0.0010541158
a13	0.1587529	0.39327195	0.2854557	0.0033094338	0.09517206	0.05519134	0.008846564
a31	0.08548514	0.35518935	0.17251563	0.012171083	0.20395409	0.14904857	0.021636099
a20	0.024351254	0.055681735	0.042217616	0.017911868	0.26558894	0.57319045	0.021058097
a46	0.032734923	0.048402645	0.032872513	0.028482487	0.60994846	0.23159464	0.015964419
a31	0.038325004	0.04839353	0.03780959	0.034068752	0.490485	0.29194793	0.05897012
a13	0.049408987	0.05081865	0.04872178	0.04703483	0.20923293	0.22268274	0.37210009
a20	0.05881159	0.060816474	0.056736324	0.057523973	0.28123578	0.2163477	0.2685281
a31	0.061333746	0.06191854	0.061037365	0.06059758	0.14680667	0.13725889	0.4710472
a46	0.07244052	0.072305135	0.07199148	0.07197473	0.11678084	0.1141457	0.48036158
a39	0.08028261	0.08122162	0.079482794	0.07977671	0.13155213	0.10577631	0.44190782
a41	0.09364277	0.09660033	0.09099386	0.09247122	0.13746421	0.104396105	0.3844315
a46	0.107097566	0.12983899	0.09037474	0.09971454	0.2383001	0.06841258	0.26626146
a39	0.12051087	0.21059488	0.049172483	0.09044416	0.40520847	0.035225507	0.08884367
a8	0.10950334	0.17155921	0.042345103	0.087289125	0.27031875	0.07653516	0.24244934
</S>	0.17149717	0.2513377	0.08031432	0.123424925	0.27515423	0.06774277	0.030528914
