 	è	che	stanno	ancora	svegli	</S>
a31	0.6283569	0.17165269	0.059284102	0.014863571	0.0058664023	0.11997629
a11	0.010362139	0.79073113	0.032978486	0.16406219	0.00080311473	0.0010628588
a7	0.7708585	0.12369174	0.012304822	0.08937543	0.0011076563	0.0026617984
a24	0.82593954	0.13693403	0.009401694	0.021264663	0.0013314564	0.0051285755
a31	0.11185847	0.71271276	0.053398203	0.11794	0.0017911163	0.002299476
a20	0.08870572	0.36065602	0.13197584	0.39630285	0.018048866	0.0043106684
a31	0.06974714	0.1630325	0.057812475	0.6027551	0.09900501	0.0076476755
a46	0.018266773	0.030139977	0.052683067	0.6763553	0.20556894	0.016985927
a41	0.016706852	0.021545967	0.04632448	0.6707009	0.20942461	0.03529719
a31	0.04727275	0.051221285	0.054999206	0.43437603	0.10616151	0.30596918
a33	0.09211078	0.09316983	0.092808925	0.14211515	0.09896878	0.48082656
a31	0.07456398	0.07518604	0.07555068	0.10243349	0.08004826	0.59221756
a0	0.105143465	0.10504119	0.10538809	0.11091564	0.105946116	0.46756554
a31	0.097834565	0.09786508	0.09843277	0.11042762	0.104457706	0.49098232
a20	0.121221334	0.120653026	0.12088602	0.12246864	0.12107743	0.3936935
a28	0.086612664	0.08654188	0.0869287	0.093985915	0.088415526	0.55751526
a11	0.119289994	0.118736595	0.11884989	0.12048678	0.119117305	0.40351945
</S>	0.091258325	0.091112815	0.09142082	0.09706317	0.09265496	0.5364899
