 	mia	sorella	ancora	non	è	venuta	qui	</S>
a8	0.17292014	0.003940391	0.00043184665	0.019190695	0.08683013	0.6454751	0.0536003	0.017611379
a23	0.009214082	0.04618532	0.04271201	0.08923996	0.02793098	0.7796137	0.0050948025	9.238837e-06
a31	0.018873453	0.0010766229	0.0029025646	0.0044572377	0.006554631	0.8065545	0.1583255	0.0012555328
a8	0.042610448	0.015268474	0.004673152	0.00025814094	0.00059615704	0.3412207	0.5704701	0.024902867
a20	0.027953215	0.7221536	0.22389844	0.0087392	0.00035858527	0.016648196	0.00022382807	2.4912157e-05
a24	0.15028998	0.3498465	0.19712977	0.1358661	0.013701858	0.14881699	0.00069215265	0.0036566663
a31	0.34449717	0.3103344	0.14773922	0.06463785	0.0032417914	0.1262501	0.0025850718	0.0007143721
a20	0.45387378	0.18513852	0.12335951	0.09672673	0.005470045	0.12986067	0.005298676	0.00027196115
a31	0.49281788	0.10089192	0.08202123	0.07693499	0.004280271	0.15281567	0.08949474	0.0007433259
a37	0.3918331	0.10409789	0.094084516	0.10435657	0.041115332	0.20658778	0.040865652	0.017059164
a41	0.30318284	0.091668725	0.08093454	0.09822358	0.026940102	0.30067208	0.084645666	0.013732447
a37	0.417497	0.11028996	0.10307142	0.093125075	0.028359871	0.2004385	0.039777063	0.007441102
a13	0.17119028	0.07869355	0.07243305	0.079159334	0.1044648	0.43362463	0.020813663	0.039620757
a38	0.076710105	0.058269694	0.055896588	0.058713336	0.10040492	0.53041446	0.008850208	0.11074068
a35	0.14459628	0.12753734	0.12851709	0.12928946	0.11752042	0.32638314	0.02140133	0.0047549233
a39	0.054679688	0.12855873	0.15344374	0.15441327	0.15803409	0.32878736	0.008176588	0.013906571
a35	0.03638271	0.08458596	0.09401714	0.09614185	0.1836274	0.44597396	0.008432283	0.050838664
a20	0.053657264	0.11393541	0.2527513	0.23299414	0.1171487	0.17823502	0.013368291	0.03790994
a31	0.032461666	0.1016342	0.17376508	0.16659074	0.13749953	0.27952105	0.013667953	0.09485983
a46	0.034303606	0.059114765	0.14621082	0.13039191	0.09117307	0.27596918	0.040647432	0.22218919
a37	0.06330433	0.11363349	0.29601252	0.25940505	0.11322026	0.118154675	0.015186252	0.021083415
a17	0.074112244	0.08466199	0.15308248	0.13406263	0.086089104	0.14585067	0.09115241	0.23098853
a31	0.07363664	0.0972715	0.21845545	0.18839571	0.09867245	0.12056961	0.056419466	0.14657916
a20	0.0610008	0.06736306	0.111285396	0.0986954	0.069146015	0.11901035	0.1300644	0.34343454
a39	0.104787365	0.10725723	0.12780336	0.12328948	0.10836275	0.10859321	0.06966092	0.2502457
a31	0.092397824	0.09452664	0.1093274	0.10562945	0.09467546	0.09513816	0.0708259	0.33747917
a33	0.07331043	0.073905	0.07980311	0.0779945	0.07350698	0.07822519	0.0757113	0.46754342
a21	0.13511735	0.14121404	0.17525758	0.16715652	0.14063992	0.12547857	0.02423783	0.0908982
a31	0.10065963	0.10142149	0.10808337	0.106713824	0.10122395	0.09795596	0.041828234	0.34211352
a29	0.07838963	0.078929506	0.0831631	0.08161419	0.07795298	0.08171304	0.065439224	0.45279828
a31	0.071797475	0.07117412	0.07099256	0.07162409	0.07203943	0.071113884	0.06722776	0.50403064
a8	0.069561765	0.06960261	0.070722595	0.07032243	0.06935944	0.07110329	0.068057865	0.51127
a31	0.08631719	0.086045824	0.08642346	0.086916916	0.08697577	0.08561793	0.07438114	0.40732178
a17	0.071587205	0.07160591	0.07201386	0.071892835	0.07156041	0.07277085	0.06875149	0.4998175
</S>	0.06837853	0.068010494	0.06776916	0.06829367	0.06876351	0.06821242	0.06487868	0.52569354
