 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.030362325	0.005524055	0.001253416	0.08245805	0.16623199	0.20290028	0.08764907	0.42362076
a31	2.346943e-06	4.3281958e-05	0.00076522725	0.004820609	0.012282252	0.00014006808	0.9819456	7.320151e-07
a8	0.000579128	4.1574593e-05	0.0004364778	0.0054572304	0.009515803	0.00030518364	0.98355144	0.000113036695
a31	0.0034920836	0.0134500405	0.040572595	0.06977061	0.116421446	0.0003101318	0.75594825	3.48458e-05
a23	0.0012134952	0.008549844	0.009808065	0.018709587	0.06878433	0.00032854045	0.89203054	0.0005755453
a31	0.16967018	0.021918112	0.04506935	0.11253606	0.12776938	0.027168162	0.49577093	9.779197e-05
a10	0.14133689	0.0254607	0.023276456	0.07312308	0.17226103	0.03683646	0.52098453	0.0067208204
a31	0.08405456	0.00565298	0.0090250755	0.075651154	0.17353305	0.07724863	0.56841457	0.00642005
a24	0.13536364	0.02296685	0.025002789	0.15028389	0.18165456	0.23816527	0.23809563	0.008467305
a31	0.017123085	0.0034278606	0.008448744	0.057263426	0.05856719	0.694025	0.14361392	0.017530788
a18	0.039100267	0.019483564	0.022670064	0.08209793	0.077316485	0.6320732	0.0763776	0.050880827
a31	0.0046003438	0.0040378184	0.012113607	0.04695831	0.033035524	0.6936303	0.20250463	0.003119555
a8	0.023235604	0.020168638	0.031898092	0.074837804	0.07696888	0.5528277	0.06690235	0.1531609
a31	0.006902167	0.011283813	0.03739927	0.07096604	0.054691743	0.40521687	0.41324297	0.00029712883
a29	0.013582144	0.01928651	0.043837104	0.08724763	0.10196074	0.40385684	0.03506041	0.29516858
a31	0.010109523	0.009179211	0.06841458	0.093097165	0.09714305	0.50004745	0.2028253	0.01918375
a21	0.01466519	0.015003905	0.097527705	0.12294842	0.12930244	0.45651424	0.10265355	0.061384615
a31	0.0072111604	0.004005578	0.032161903	0.08548081	0.069863014	0.21259254	0.5816582	0.007026864
a38	0.017214758	0.01754142	0.1273938	0.15392202	0.15432529	0.2654108	0.11850277	0.14568911
a10	0.008289012	0.0070109167	0.056145724	0.09968234	0.08588743	0.12940493	0.6110466	0.002533057
a39	0.02566388	0.023924943	0.14693958	0.24808227	0.23727609	0.118388884	0.053336423	0.14638793
a8	0.027821358	0.02603234	0.12596935	0.2921969	0.23601891	0.08750037	0.1607251	0.043735676
a31	0.016230065	0.013881547	0.08680264	0.17917694	0.15072162	0.0874973	0.44458765	0.02110222
a20	0.028634217	0.028530058	0.1581663	0.2947201	0.25750867	0.066206925	0.07199008	0.09424359
a31	0.037071567	0.035829805	0.07961329	0.36774737	0.18781337	0.05340265	0.078251824	0.16027014
a20	0.045904107	0.045384	0.08251521	0.42767304	0.18644923	0.05425731	0.044149917	0.113667205
a3	0.056097683	0.05526888	0.06743945	0.3907599	0.10828588	0.06378312	0.05887546	0.19948964
a41	0.06969973	0.069091454	0.07700929	0.36173204	0.10371821	0.074082755	0.051662948	0.19300362
a37	0.049799174	0.049445502	0.0756198	0.43983006	0.15641914	0.056368787	0.05199301	0.12052446
a31	0.07137251	0.070808224	0.07982907	0.3881133	0.11028843	0.07485782	0.046983168	0.15774754
a8	0.08889227	0.08842315	0.094311856	0.341977	0.114739954	0.09058102	0.05048764	0.13058719
a31	0.07711966	0.07667749	0.08109536	0.27591532	0.0958448	0.0818314	0.08352818	0.22798775
a23	0.092413284	0.092200816	0.09759941	0.33347702	0.117142305	0.09385018	0.059690833	0.11362619
a31	0.09857654	0.09822079	0.09994488	0.18028837	0.105773665	0.10176419	0.10161483	0.21381673
a8	0.104905315	0.10468645	0.10781172	0.2569599	0.12000105	0.105977416	0.07310937	0.12654886
a31	0.0965639	0.096313715	0.097873434	0.17132512	0.103351	0.09949474	0.097554475	0.23752362
a24	0.10755469	0.10730248	0.110084936	0.24405086	0.12178617	0.10910584	0.07359535	0.12651971
a31	0.102917865	0.10248376	0.102936104	0.12239765	0.10475795	0.104291275	0.07783579	0.28237963
a24	0.10745109	0.10699138	0.10918851	0.21627513	0.11760744	0.10898928	0.07200366	0.16149348
a46	0.10041416	0.09997807	0.100313276	0.11458738	0.101680465	0.10224555	0.078115925	0.30266523
a24	0.077212654	0.07697655	0.08217749	0.30471498	0.0998733	0.080003865	0.06284629	0.21619494
a18	0.096353374	0.09587016	0.096489206	0.124130815	0.09889159	0.09923366	0.07240203	0.31662917
a21	0.084001385	0.08360618	0.087218694	0.25251934	0.099500336	0.08722857	0.067123145	0.23880236
a28	0.084690034	0.08379937	0.08529765	0.1500678	0.09053705	0.09139041	0.07442321	0.33979446
a20	0.11353162	0.11319304	0.11422618	0.1644256	0.118402995	0.114603885	0.07889325	0.18272337
a31	0.10071157	0.10028977	0.100837424	0.123463765	0.102877095	0.10397191	0.096004106	0.27184436
a46	0.11490603	0.11478191	0.115225635	0.13647468	0.11787556	0.1159526	0.09915596	0.1856277
</S>	0.103075124	0.10275962	0.103004724	0.111346155	0.10414752	0.106002405	0.105925865	0.26373854
