 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.14176302	0.00088607165	0.026140125	0.009028971	0.00012853625	0.0037310151	0.61534435	0.17524464	0.027733216
a31	0.0031646944	0.00028232878	0.41966915	0.31909335	0.0054677264	0.24274334	0.009480254	7.937594e-05	1.9835301e-05
a24	0.004656298	7.771079e-06	0.8374338	0.15007661	0.0012176022	0.0010343934	0.004768556	0.0004904895	0.0003144656
a31	0.03882273	0.00033466597	0.7875411	0.16516498	0.0016566827	0.0018647942	0.0023344187	0.0019885295	0.0002921399
a35	0.1467044	0.00368232	0.49677274	0.3303415	0.001799854	0.011243227	0.0031292064	0.0053737196	0.00095295254
a28	0.6784307	0.00490843	0.13868661	0.15536276	0.0034726535	0.015327796	0.002659627	0.0010913687	6.0204235e-05
a37	0.6737388	0.00930512	0.028211107	0.106430344	0.00663691	0.025867915	0.054900568	0.08889907	0.0060102763
a39	0.85043305	0.0051613846	0.0234396	0.060175955	0.003200093	0.019687029	0.018094206	0.015063866	0.0047448976
a20	0.7745176	0.010733281	0.016344143	0.056699596	0.005448596	0.028747631	0.042269554	0.032671604	0.032568067
a31	0.6615936	0.01803028	0.017748212	0.06310984	0.010817835	0.053395946	0.06522363	0.044036135	0.06604445
a44	0.13574757	0.0067548105	0.007942946	0.038823314	0.0073646936	0.03102271	0.08552785	0.4903523	0.19646385
a31	0.25967512	0.06351442	0.09228667	0.101136565	0.052790742	0.23279296	0.19388121	0.0030221231	0.0009001817
a34	0.04009892	0.0035253514	0.013563556	0.06306985	0.009076857	0.004345239	0.044173177	0.7517598	0.07038721
a31	0.06059874	0.06558994	0.12576802	0.03972979	0.014576848	0.024094507	0.14341998	0.18368392	0.34253824
a18	0.055332556	0.03138633	0.28404406	0.23925565	0.042869836	0.026890568	0.029339258	0.19751632	0.093365416
a31	0.09208004	0.10104803	0.19746174	0.07923385	0.05302751	0.098609194	0.23426008	0.06102721	0.083252326
a18	0.07256356	0.062681004	0.3141825	0.11394988	0.063111804	0.058729548	0.04148609	0.15626167	0.11703402
a7	0.10478113	0.10798311	0.14908549	0.099712186	0.08907123	0.10230674	0.16857354	0.0895872	0.08889931
a17	0.110985786	0.110459834	0.14929426	0.10933164	0.10087248	0.10001456	0.07508006	0.11627211	0.12768923
a31	0.11005502	0.111195944	0.17366053	0.1118737	0.10017785	0.10242845	0.104810946	0.07896705	0.10683049
a24	0.107605055	0.10571654	0.13455671	0.10877589	0.103392735	0.098744795	0.046846554	0.08758517	0.2067765
a31	0.10683892	0.11290088	0.09738421	0.093692906	0.08975275	0.0926376	0.08980145	0.13468942	0.18230185
a43	0.10274665	0.10184278	0.11093993	0.1025305	0.1006056	0.09888789	0.062350217	0.09008956	0.23000686
a39	0.08656939	0.08851936	0.08565198	0.08318481	0.08187425	0.08504741	0.16911969	0.078649215	0.24138393
a31	0.09545741	0.09623616	0.09855446	0.094321616	0.093140244	0.09421411	0.115461655	0.0828068	0.22980753
</S>	0.10464725	0.10487116	0.105517805	0.103902504	0.10321997	0.10256676	0.075690374	0.0933953	0.20618892
