 	un	forno	che	fa	buon	pane	</S>
a31	0.46250272	0.052240394	0.016151112	0.03563934	0.07787959	0.099914305	0.25567257
a20	0.02898508	0.5742763	0.28574413	0.022589495	0.00062155514	0.048358027	0.039425325
a28	0.25999132	0.4444946	0.044025134	0.0030894554	0.029597757	0.21783337	0.0009682926
a31	0.10103425	0.047724307	0.022573175	0.00049832225	0.03271537	0.77938116	0.016073396
a18	0.1303916	0.55460805	0.24807094	0.0043029753	0.00860079	0.053516272	0.00050944433
a13	0.17981459	0.66688025	0.1487032	0.0011859684	0.0006949787	0.002608613	0.000112488764
a39	0.4403384	0.49003235	0.04768248	0.00025764355	0.00047971285	0.019455748	0.0017536829
a20	0.6579465	0.26723498	0.034947556	0.00017560387	0.00063778233	0.0311047	0.0079528205
a31	0.64789975	0.2525595	0.0748852	0.00059064047	0.00051797164	0.01760734	0.0059395675
a20	0.2539369	0.27947634	0.19626342	0.025279652	0.0057305642	0.15140061	0.08791253
a39	0.34337196	0.35590643	0.23640002	0.018816337	0.0029510222	0.035658285	0.0068959165
a18	0.16460414	0.35480344	0.3190683	0.051324766	0.01653182	0.07787568	0.015791863
a39	0.12921031	0.3347876	0.35524184	0.056106962	0.027547127	0.0821989	0.014907281
a46	0.10379139	0.2858306	0.3557031	0.070949264	0.05836741	0.09596993	0.02938835
a38	0.10926954	0.28520846	0.3690492	0.07654712	0.048792094	0.08490633	0.02622737
a39	0.107718006	0.2993525	0.38777563	0.07625624	0.036087178	0.06845945	0.024350971
a31	0.10091315	0.22984014	0.30884275	0.089475036	0.086413845	0.08757579	0.096939445
a18	0.0946564	0.1603026	0.2026199	0.09133986	0.14719884	0.10744841	0.19643402
a31	0.15505393	0.149985	0.16453886	0.11352531	0.11994553	0.15108363	0.14586772
a41	0.10240721	0.13784884	0.16342558	0.09899135	0.12217315	0.12191627	0.25323755
a35	0.14414078	0.13491306	0.14070658	0.11748239	0.11854476	0.16628061	0.17793176
a31	0.13873956	0.15776609	0.18009968	0.11789423	0.10687523	0.1257891	0.17283607
a28	0.10586669	0.12021047	0.13104166	0.10119853	0.10608647	0.09807083	0.33752537
a27	0.10884892	0.10356583	0.10334229	0.09722792	0.10197245	0.09531198	0.3897305
a13	0.1535037	0.13178658	0.13303234	0.11814318	0.12366875	0.17032549	0.16953999
a46	0.15076922	0.15231913	0.16427961	0.12150421	0.11406484	0.120350614	0.17671229
a24	0.16869889	0.2104556	0.26749322	0.10452045	0.077101365	0.12161642	0.050114073
a39	0.17851995	0.17250828	0.19205321	0.11985873	0.11247454	0.09266725	0.13191797
a31	0.2330262	0.18833932	0.22566766	0.088696286	0.095716454	0.11263409	0.055919994
a11	0.1151083	0.13817905	0.15955728	0.10457832	0.101859435	0.09987224	0.28084543
a31	0.2020235	0.110676594	0.10722764	0.08679318	0.12420317	0.15037619	0.21869974
a21	0.10000266	0.101335324	0.10350859	0.09651256	0.0962654	0.102661856	0.3997136
</S>	0.13966815	0.103786066	0.10214487	0.09356196	0.10865636	0.13424917	0.3179334
