 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.012557412	0.003623553	0.0010359875	0.002307887	0.24663918	0.6756899	0.050940573	0.007205502
a31	0.0041684	0.2272734	0.63925433	0.06439968	0.04220986	0.020712137	0.0019737382	8.487837e-06
a39	0.034230947	0.010635034	0.0050945575	0.002449283	0.2523584	0.54537004	0.14818792	0.0016738058
a21	0.0201086	0.004308105	0.0027497518	0.00012797525	0.0049021496	0.65170413	0.3150607	0.0010386073
a31	0.2171771	0.68172586	0.068277925	0.015042413	0.0014003287	0.0053432425	0.0106541	0.00037912556
a37	0.37995735	0.3978715	0.10132454	0.00903671	0.026041305	0.045773704	0.036859825	0.00313502
a31	0.33911607	0.31198958	0.16232273	0.044717133	0.053932067	0.082009345	0.0055978377	0.0003151653
a41	0.21812996	0.14745694	0.14413564	0.09406029	0.10515829	0.11160994	0.16275391	0.016694985
a10	0.22188742	0.18836793	0.1272697	0.066571735	0.057576265	0.08427487	0.2508991	0.0031530045
a31	0.019890599	0.041639578	0.05776968	0.055404022	0.07118201	0.06184719	0.27678883	0.41547808
a46	0.041694887	0.11214309	0.1525197	0.1691487	0.09774064	0.12832464	0.15714948	0.14127883
a20	0.090088926	0.27714518	0.24232224	0.27806565	0.019724196	0.031327825	0.058611818	0.0027141967
a13	0.06727188	0.19828439	0.24194121	0.23645762	0.047326926	0.0647067	0.10687901	0.037132323
a31	0.081619315	0.13272586	0.13006261	0.117870376	0.08394781	0.11480529	0.25968972	0.07927908
a39	0.060858455	0.09498524	0.12326989	0.11215546	0.11211246	0.24128944	0.12709782	0.12823124
a16	0.15748648	0.16059278	0.12244962	0.12352365	0.11903055	0.110994495	0.17210484	0.03381757
a13	0.15877719	0.16280526	0.115987845	0.11076061	0.11962111	0.12436149	0.13560204	0.07208447
a31	0.15372324	0.15822966	0.09783533	0.093710296	0.109189376	0.12900889	0.1625856	0.09571763
a37	0.09460016	0.09632094	0.09216333	0.091803506	0.092205696	0.098839924	0.11732011	0.31674632
a31	0.09341782	0.09315278	0.072408	0.0725478	0.07819402	0.08694197	0.23888206	0.26445562
a8	0.07045469	0.070505366	0.06973924	0.06981717	0.069827326	0.07034194	0.07562634	0.503688
</S>	0.09165432	0.09172793	0.08719103	0.087642856	0.086635455	0.08436164	0.14219992	0.32858688
