 	io	non	so	cosa	è	da	scrivere	</S>
a48	8.0321e-05	0.0010448779	0.015602615	0.002183851	0.009454808	0.16300845	0.79775566	0.010869464
a31	0.0094257975	0.098867275	0.062893026	0.07331227	0.7428951	0.01160612	0.0008406896	0.00015978959
a14	0.0005655312	0.012323198	0.7299534	0.09102763	0.1511823	0.012394275	0.001958209	0.00059539796
a37	0.14539555	0.008421448	0.004856104	0.027692106	0.7188492	0.08233313	0.012346246	0.000106139865
a10	0.1382704	0.07818702	0.014599239	0.017271038	0.15054207	0.4879715	0.105753444	0.007405288
a31	0.06569087	0.07546385	0.017455798	0.058792677	0.039910484	0.0829101	0.5220928	0.13768339
a28	0.091035284	0.10211575	0.02831603	0.14874926	0.2307656	0.2228515	0.11500642	0.061160237
a31	0.11648747	0.07292523	0.03730974	0.10905514	0.22996004	0.36462122	0.03828242	0.031358734
a42	0.07270186	0.03435732	0.025460111	0.04172498	0.11545052	0.46120954	0.20622629	0.042869437
a23	0.07242233	0.03130757	0.016606966	0.017524755	0.032517172	0.25493178	0.39603966	0.17864974
a8	0.06310525	0.03052199	0.020491963	0.019820286	0.023539238	0.06399793	0.28984252	0.48868075
</S>	0.12867352	0.07298116	0.054796834	0.053989332	0.058776926	0.101628676	0.1470252	0.38212833
