 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.61584175	0.29041326	0.0027565428	1.601943e-05	0.00028116436	0.008047924	0.05989185	0.006669336	0.011951298	0.004130873
a20	0.025932537	0.04477977	0.0036496015	0.07096506	0.01903924	0.0684145	0.010986784	0.75532204	0.000318321	0.00059215125
a31	0.10368813	0.0813682	0.38027492	0.17118637	0.013414104	0.020148423	0.006396774	0.21313092	0.0076920204	0.0027001053
a29	0.09148039	0.095231056	0.22090088	0.23664153	0.053962816	0.10345684	0.03729665	0.121740945	0.013205956	0.026082912
a15	0.05344512	0.11196933	0.5636979	0.09537282	0.030070178	0.1139601	0.003544094	0.025732286	0.0018919103	0.0003163061
a31	0.069809906	0.08787502	0.0922151	0.047048137	0.33966917	0.2905526	0.02934014	0.040149115	0.0033298535	1.095004e-05
a18	0.018240148	0.017728448	0.009978673	0.0654255	0.16399696	0.16904455	0.04779313	0.47061527	0.034685846	0.0024913796
a46	0.016711261	0.037933987	0.0043235463	0.115655236	0.27866372	0.23023778	0.062425926	0.24111424	0.010757438	0.0021768766
a31	0.011107123	0.032550856	0.003040424	0.09457931	0.26653558	0.27729696	0.086959004	0.17997983	0.043142468	0.004808457
a37	0.010317137	0.015847553	0.005543064	0.02348319	0.20958595	0.37631792	0.08741036	0.13466059	0.10216361	0.034670584
a31	0.012145377	0.021143168	0.0101792	0.026731797	0.16698398	0.3100761	0.12541622	0.1311171	0.14379174	0.052415352
a41	0.03223221	0.034070525	0.030100234	0.037124872	0.10531868	0.19725676	0.21131825	0.11918234	0.08244342	0.15095273
a31	0.03729997	0.042357173	0.03628231	0.04395917	0.08126072	0.14828	0.28073832	0.12081311	0.07855452	0.13045472
a3	0.058788065	0.059184346	0.058283415	0.060040653	0.070458755	0.08194315	0.1337569	0.07621611	0.067330584	0.33399802
a31	0.05546694	0.057159565	0.055258945	0.057033174	0.060241845	0.06905918	0.14994839	0.07030123	0.064185575	0.3613451
a23	0.06265386	0.06278057	0.06253809	0.063100025	0.06511436	0.06921224	0.11391261	0.06925434	0.06542954	0.36600438
a29	0.051350493	0.051835235	0.05128743	0.052031703	0.05441917	0.059915256	0.16357177	0.06042621	0.055348724	0.39981398
a46	0.060288202	0.06079907	0.060199637	0.060892243	0.06250511	0.06663391	0.12610091	0.06715844	0.063674405	0.371748
a23	0.0559335	0.057417862	0.055718947	0.057176284	0.06027734	0.06649211	0.14492501	0.06576789	0.060082667	0.3762084
</S>	0.056411177	0.05791197	0.05614957	0.0576619	0.062205367	0.06817963	0.15372948	0.065089576	0.05776965	0.36489168
