 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.9267001	0.045240182	0.0068887654	0.0004385889	0.004558666	0.0071502486	0.009023349
a31	0.029556593	0.69497263	0.20788494	0.02103304	0.045478266	3.7137594e-05	0.0010373708
a7	0.8777251	0.051703546	0.049225423	0.010758698	0.009040714	0.00010758061	0.0014389639
a31	0.072041795	0.32514474	0.5678724	0.03007932	0.0039422456	0.000106238	0.00081325416
a20	0.027564107	0.33599895	0.5883316	0.019086655	0.028572047	0.000115467315	0.00033114373
a2	0.1515514	0.22585829	0.5490338	0.01927974	0.052831836	0.0013441615	0.0001007862
a41	0.054650202	0.05558921	0.40560323	0.04281665	0.39011848	0.04417941	0.0070428373
a20	0.010728178	0.015738986	0.19401315	0.03657423	0.6936512	0.03867104	0.010623226
a46	0.01510196	0.016875353	0.06512568	0.13032617	0.684026	0.05581332	0.03273156
a31	0.043473992	0.045567807	0.075682804	0.18055765	0.46639943	0.059507426	0.12881088
a11	0.10179966	0.102033965	0.112734005	0.14533694	0.17362632	0.10996642	0.2545027
a35	0.11310844	0.11230919	0.11377761	0.15384571	0.1443291	0.116198845	0.2464311
a31	0.12573667	0.12533504	0.12895326	0.17878184	0.16629271	0.12605698	0.1488435
a11	0.10155583	0.101278305	0.101920895	0.114521295	0.10568253	0.10184395	0.3731972
a28	0.08183021	0.0814447	0.081610836	0.09277831	0.08966298	0.08412308	0.48854986
a20	0.08307	0.08282621	0.082788095	0.08735997	0.084137574	0.08313407	0.49668404
a10	0.073856436	0.07365173	0.07389012	0.08084651	0.0799917	0.073995374	0.54376817
a31	0.084221855	0.083986625	0.08395591	0.08647909	0.08484057	0.0842213	0.4922947
</S>	0.08579032	0.08554083	0.08555652	0.08757875	0.086857334	0.08570261	0.48297364
