 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.2201923	0.095512815	0.0063485783	0.001306706	0.55531776	0.02367078	0.036612876	0.013081075	0.007965205	0.039991878
a20	7.1957315e-05	0.00031581338	0.0004886932	0.0036639937	0.0011467799	0.24691659	0.02873507	0.718655	5.835486e-08	6.0508123e-06
a31	0.00086119556	0.0003474463	0.00038693935	0.00011806916	0.035787035	0.9138308	0.005274617	0.04337448	1.2015131e-05	7.368654e-06
a21	0.00043564232	0.00020891195	0.00027068108	9.648395e-05	0.062403418	0.9194394	0.0011015298	0.015999256	4.6418368e-06	4.004623e-05
a31	0.0027630895	0.005258393	0.007951273	0.008444026	0.123177096	0.80883574	0.011050514	0.032379664	0.00012602938	1.4171478e-05
a13	0.011335062	0.018831894	0.0287065	0.012071981	0.48109913	0.31000066	0.043900535	0.093371846	0.00020137682	0.0004809498
a31	0.1153743	0.072503924	0.07853211	0.058181085	0.19001716	0.114755616	0.12432002	0.23324794	0.00041183387	0.01265607
a6	0.02135465	0.013806343	0.016405277	0.03129213	0.12595583	0.095827706	0.27793562	0.39914307	8.739596e-05	0.018191924
a46	0.03497361	0.06300514	0.1812368	0.376665	0.016985014	0.077786	0.07592458	0.12251613	0.00024695543	0.050660692
a31	0.077447824	0.06565657	0.07097825	0.050334405	0.17591833	0.081380405	0.25203598	0.21319036	0.00018347015	0.0128744785
a46	0.035840716	0.061717764	0.12729296	0.14247452	0.12109116	0.14420635	0.12429967	0.22465828	0.0010043075	0.017414305
a11	0.047353182	0.10126196	0.24365883	0.23611426	0.061892748	0.12364381	0.08293954	0.0853045	0.0010039541	0.016827296
a37	0.06297717	0.09062733	0.1818685	0.3008395	0.049821395	0.07559133	0.080016494	0.07329623	0.015628826	0.0693332
a18	0.06269435	0.07373305	0.12876916	0.2951496	0.06494146	0.08450134	0.08411588	0.07748908	0.032960765	0.095645346
a46	0.07709161	0.102970466	0.1445831	0.26692042	0.053523995	0.07097403	0.0824086	0.06508396	0.029025985	0.10741786
a31	0.06167539	0.07693303	0.12814921	0.27631742	0.054722857	0.074017785	0.05615657	0.052632894	0.023531308	0.19586352
a20	0.065449275	0.066875644	0.07688254	0.12987246	0.06706967	0.07058864	0.065575205	0.065772414	0.057810977	0.3341032
a35	0.068341285	0.07108707	0.07235654	0.08213892	0.06497209	0.066263355	0.0670318	0.064570405	0.059339445	0.38389915
a6	0.07589885	0.0816839	0.082461365	0.09240905	0.06838473	0.06997873	0.07009891	0.06815063	0.062085014	0.32884884
a13	0.10462096	0.14404452	0.14452489	0.15944263	0.058864783	0.066531196	0.07697108	0.072174266	0.044386845	0.12843882
a28	0.06509294	0.11055405	0.24454534	0.33182287	0.046220616	0.07856988	0.03572038	0.04303011	0.016167058	0.028276715
a31	0.06772061	0.07564699	0.074957564	0.07945692	0.05677586	0.05738482	0.05810236	0.05766427	0.05839769	0.41389284
a10	0.06624192	0.06956761	0.06908144	0.07067084	0.06148505	0.06202761	0.063112505	0.062260665	0.061402425	0.41415
a24	0.06974047	0.07127531	0.07054304	0.06889735	0.067555666	0.06753552	0.0683443	0.06801997	0.067741774	0.38034663
a31	0.07300874	0.07870374	0.075960286	0.069610484	0.0645383	0.064850084	0.06741991	0.06671766	0.066190325	0.37300056
</S>	0.069560274	0.06979393	0.069923215	0.0709932	0.070124425	0.06991865	0.070068255	0.069752015	0.06872096	0.37114504
