 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.7889623	0.104622595	0.0053688916	0.0016928238	0.00090076716	0.03968579	0.057093896	0.0016729431
a39	0.06669569	0.7263417	0.042441707	0.10282599	6.815622e-05	0.011667437	0.04491493	0.0050443066
a41	0.23490809	0.04115368	0.1876677	0.17273317	0.004850835	0.0055647884	0.3186937	0.03442811
a39	0.2551985	0.089405045	0.3265843	0.1752108	0.0027931398	0.007775736	0.10078195	0.042250495
a20	0.05571421	0.084398784	0.43548766	0.37274143	0.0002888809	0.04782294	0.0029294654	0.000616604
a0	0.59351087	0.15239973	0.09582075	0.14437218	0.00049916527	0.011894206	0.0014337479	6.941094e-05
a31	0.4674861	0.16914366	0.041521132	0.16516915	0.028402658	0.031549897	0.09652742	0.00019998659
a13	0.017881602	0.013425842	0.01130172	0.025929507	0.0012199392	0.0071363766	0.9223795	0.0007254692
a17	0.14673254	0.10310943	0.052206703	0.041105527	0.0079169925	0.05765541	0.5678134	0.023460088
a31	0.07364496	0.054978285	0.05501639	0.04272405	0.0062736734	0.08659613	0.62292933	0.05783717
a3	0.07619237	0.072976105	0.073448114	0.07199793	0.04337167	0.24293919	0.158643	0.26043162
a46	0.09606044	0.0924703	0.09151578	0.086131714	0.049148683	0.19317563	0.12454818	0.26694933
</S>	0.13195577	0.12529217	0.12506263	0.11445311	0.06624832	0.21837604	0.14250928	0.07610269
