 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	0.008927721	0.14318478	0.002821513	0.00067268737	0.15183546	0.17438437	0.20640337	0.032161456	0.24284859	0.036760062
a1	0.00029499456	0.0053683324	0.005122804	0.0017946506	0.31130803	0.32143807	0.019453134	0.33489758	0.00010936357	0.00021307461
a31	0.0038505702	0.0026959358	0.008763802	0.004352653	0.0645558	0.90138423	0.0036800364	0.0106389355	6.800358e-05	1.0063202e-05
a24	0.00789056	0.0048095444	0.01767685	0.0036325299	0.03201398	0.88849646	0.011003163	0.033356793	0.00046169752	0.0006583444
a31	0.13304262	0.06898666	0.11789577	0.03749556	0.045722805	0.4807386	0.029307099	0.07877502	0.007914354	0.000121462894
a37	0.09399924	0.08113689	0.07750237	0.01689383	0.06680357	0.47738194	0.027454127	0.13691904	0.020378582	0.0015304736
a31	0.06683113	0.09079206	0.07338357	0.032639306	0.12170785	0.27348527	0.04485857	0.22564977	0.069724336	0.0009280483
a17	0.032201834	0.030115206	0.030054595	0.020630302	0.2502664	0.2860988	0.05464731	0.27161783	0.010424789	0.013942917
a31	0.018963473	0.048700802	0.03852588	0.024722032	0.16996641	0.2658102	0.069011055	0.332007	0.0109363785	0.021356732
a20	0.007905882	0.015554389	0.015946973	0.0130457375	0.1789438	0.18131647	0.069939405	0.4963101	0.0032940323	0.017743211
a17	0.005422973	0.02442812	0.023277037	0.019889062	0.17977753	0.21573968	0.07989406	0.43925458	0.0016083061	0.010708534
a20	0.008693755	0.03450949	0.03310326	0.026667403	0.16262206	0.1932698	0.09715897	0.42883798	0.0030934382	0.012043822
a8	0.006751953	0.030400788	0.031125402	0.025759447	0.1794889	0.16599527	0.09776545	0.45250478	0.0034326136	0.0067754583
a31	0.011338106	0.06855132	0.07173352	0.06606237	0.16231918	0.1984763	0.1828496	0.23365776	0.0042363512	0.0007755079
a37	0.008012948	0.04805708	0.06699693	0.05105066	0.33044383	0.091234945	0.06228088	0.31768882	0.0057830107	0.018450852
a13	0.018735567	0.037544534	0.06177192	0.13745052	0.27407992	0.06705695	0.0266494	0.29404572	0.009778672	0.07288677
a31	0.0334305	0.048680227	0.06521526	0.24263363	0.16603799	0.052867897	0.033751734	0.15418705	0.020674461	0.18252122
a20	0.022998637	0.035068285	0.054405674	0.19897197	0.24260403	0.08833253	0.029357636	0.20131336	0.04139409	0.08555373
a31	0.04668021	0.054845557	0.06284634	0.29293343	0.11964728	0.07513623	0.11331671	0.13427928	0.020024685	0.08029029
a28	0.04056141	0.044285133	0.049998067	0.22054215	0.10228355	0.04841403	0.035981774	0.11596819	0.10944043	0.23252533
a31	0.0635296	0.065146334	0.06516682	0.11001853	0.07275782	0.043659862	0.04836524	0.08757946	0.13865346	0.30512288
a17	0.052499324	0.05331725	0.05415323	0.100396	0.061830144	0.04985719	0.06087244	0.069947846	0.08835762	0.4087689
a31	0.06379548	0.06521896	0.06485591	0.08244088	0.06741919	0.0668699	0.12289644	0.07876195	0.060560327	0.32718098
a8	0.05822867	0.0585197	0.05878956	0.07456818	0.06105762	0.057623688	0.06842888	0.06325667	0.062857956	0.43666905
a31	0.059445165	0.05988951	0.05986574	0.06797344	0.060945015	0.061129235	0.07921592	0.06307174	0.0496952	0.43876907
a46	0.074858434	0.07495196	0.0749994	0.07954171	0.07589824	0.07302442	0.07399878	0.07526975	0.073216714	0.32424057
a28	0.06582471	0.06615721	0.06597318	0.06714462	0.066112556	0.06541025	0.07175706	0.06701962	0.060532313	0.40406844
a31	0.083312124	0.083362125	0.08329892	0.08378865	0.08367616	0.0803643	0.07877137	0.08268878	0.083559886	0.2571777
a37	0.08498238	0.08508224	0.0849901	0.085241795	0.08516722	0.08271152	0.08190737	0.08451424	0.083959594	0.24144353
a24	0.07299842	0.07309556	0.0730183	0.0731336	0.07313424	0.071958885	0.07555956	0.07383085	0.07260971	0.34066087
a20	0.066312276	0.06653667	0.06636137	0.06652603	0.066356674	0.064111546	0.07096254	0.068124	0.06692445	0.3977844
</S>	0.06782685	0.067958884	0.06794835	0.07100141	0.06848943	0.06698988	0.072875634	0.069249734	0.06512363	0.38253617
