 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.12223713	0.15022768	0.13211396	0.15109637	0.020825244	0.014776737	0.4087229
a13	0.000649369	0.011865329	0.018166812	0.42723078	0.20602512	0.33596885	9.3805356e-05
a24	0.9324408	0.013465155	0.0022751985	0.015206428	0.03544471	0.0011005398	6.700438e-05
a41	0.8744028	0.0060556848	0.0027593372	0.013573809	0.09444336	0.007971404	0.00079356594
a31	0.1722795	0.05469219	0.041932948	0.6102145	0.11021327	0.0104712965	0.00019624385
a41	0.009125476	0.036200255	0.03122086	0.47399065	0.18501696	0.26154116	0.002904687
a46	0.08920409	0.091399394	0.04818567	0.62836313	0.07941569	0.05721221	0.006219955
a31	0.14843799	0.053181026	0.040976718	0.52585477	0.10197738	0.116707325	0.012864698
a20	0.02425544	0.015456223	0.0104911765	0.30713573	0.07586077	0.5244833	0.042317327
a15	0.052534368	0.025268625	0.014365798	0.6948546	0.11665483	0.085721485	0.010600336
a31	0.07879346	0.029437996	0.016370378	0.6456431	0.2117105	0.011495703	0.0065487735
a20	0.03499566	0.027578482	0.020737695	0.32294104	0.15237838	0.16689791	0.2744708
a31	0.06319456	0.05214372	0.049212642	0.38939112	0.32925326	0.040418398	0.076386385
a23	0.08061151	0.07567281	0.074641995	0.14889136	0.1746058	0.09013331	0.3554432
a31	0.105805725	0.10392401	0.10282774	0.16168246	0.22108144	0.043042146	0.26163653
a27	0.12082622	0.119537905	0.11921754	0.13895917	0.11177585	0.11938928	0.27029407
a35	0.094573	0.09356523	0.09287995	0.11827565	0.16511275	0.07492041	0.36067304
a31	0.10052124	0.1061299	0.1052515	0.15071206	0.13366531	0.09179865	0.3119213
a39	0.13316151	0.13196541	0.13145104	0.14460063	0.10007942	0.13014552	0.22859652
a41	0.10295372	0.10237198	0.10138581	0.11938895	0.14244492	0.09577624	0.33567837
a24	0.1009859	0.10692569	0.1060194	0.13391615	0.15970317	0.08465517	0.3077946
a41	0.09539828	0.10321634	0.0996176	0.12812252	0.13372223	0.0960729	0.34385008
a3	0.08881813	0.109293446	0.10319899	0.15984455	0.16295063	0.07860106	0.2972932
a31	0.100825034	0.108688526	0.10641073	0.12462688	0.14215733	0.10334099	0.3139505
a0	0.1150876	0.117798686	0.117211394	0.12984769	0.13912618	0.115259066	0.2656694
a20	0.082470655	0.076706685	0.07183473	0.09685022	0.15898348	0.07283268	0.4403216
a31	0.08359916	0.09301679	0.09160125	0.12978561	0.17308524	0.083385386	0.34552655
a20	0.10375074	0.106929176	0.10656716	0.12206671	0.14654554	0.1049123	0.30922836
a31	0.082061805	0.08469247	0.08356428	0.11010826	0.1724709	0.07500197	0.3921003
a37	0.10826813	0.10998582	0.10986243	0.12320277	0.14389221	0.10942121	0.29536748
a46	0.091773644	0.09217786	0.091542386	0.10998245	0.15265621	0.09040105	0.37146637
a31	0.0762797	0.08589836	0.08548242	0.11611158	0.17735468	0.07636282	0.38251045
</S>	0.11089737	0.11283014	0.11259677	0.12487455	0.142279	0.11201702	0.2845052
