 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.23319297	0.4731426	0.008383402	0.00020197399	3.580665e-05	0.002667561	0.18159917	0.10077659
a31	0.04857532	0.33967406	0.32143626	0.023174306	7.7173274e-05	0.0023300124	0.2645871	0.00014571934
a20	0.6933429	0.18585171	0.05753924	0.004746014	0.000113803406	0.00030467412	0.053431094	0.004670485
a31	0.4759324	0.23156367	0.20537724	0.06548245	0.00090451894	0.0005645014	0.01888168	0.0012935165
a37	0.4787863	0.3096807	0.10734583	0.07797712	0.001116213	0.0015707954	0.022437444	0.0010856276
a14	0.7843901	0.10059207	0.044291187	0.04978192	0.0014567387	0.0051780683	0.01376755	0.0005424372
a10	0.74717194	0.13449039	0.037192427	0.05318888	0.002037143	0.007632532	0.012051276	0.006235465
a31	0.5142235	0.18948127	0.05705349	0.10844948	0.0051904973	0.008223543	0.044056028	0.073322244
a37	0.45569497	0.19800264	0.082730755	0.13580939	0.0062100375	0.014491047	0.062177062	0.044884134
a10	0.3882878	0.21684127	0.096118145	0.11019428	0.0038363056	0.040742654	0.09345344	0.050526086
a14	0.25576416	0.16339624	0.12021819	0.09590897	0.0017036817	0.08138736	0.25045702	0.03116438
a0	0.12820987	0.13654187	0.14760116	0.084899224	0.0017028619	0.20895046	0.2779121	0.014182471
a20	0.0887705	0.12101104	0.16127162	0.043954916	0.0016788881	0.23485336	0.31798294	0.030476721
a33	0.065307334	0.07656497	0.11382795	0.054009546	0.006069643	0.33754295	0.324603	0.022074616
a20	0.023976512	0.031704105	0.05546841	0.02227794	0.008279049	0.39543313	0.4134801	0.04938067
a31	0.063047834	0.07337064	0.13351604	0.06613176	0.042036664	0.22024785	0.18209557	0.2195536
a0	0.13737772	0.14355472	0.19605073	0.13327979	0.10672831	0.056682263	0.046345424	0.1799811
a41	0.13281697	0.13797967	0.13272989	0.12057429	0.095025204	0.08521423	0.038168576	0.25749117
a31	0.0991203	0.10801645	0.16004394	0.100460865	0.07235047	0.14714052	0.09188719	0.22098027
a37	0.12884042	0.1309239	0.14836144	0.12643792	0.113474436	0.06355292	0.03336656	0.25504243
a31	0.093928926	0.095111825	0.09501155	0.09137665	0.08303651	0.1115033	0.049796302	0.38023496
a18	0.10211349	0.10234448	0.105039254	0.10122707	0.09797843	0.075675584	0.037102044	0.37851962
a8	0.064103425	0.0648358	0.06429537	0.0628507	0.060201824	0.12979041	0.07111572	0.4828068
a20	0.059602432	0.060380317	0.06369859	0.059557997	0.056936312	0.14341995	0.09033054	0.46607387
</S>	0.076869845	0.077730566	0.0807333	0.07642433	0.07329479	0.11273865	0.05924458	0.44296396
