 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.0003422827	0.00044423828	0.0008540412	0.0038869272	0.115749806	0.6848691	0.1604175	0.03343603
a27	0.0065808888	0.009220415	0.65310585	0.22582608	0.037542414	0.05117664	0.016490364	5.7280315e-05
a8	0.00028484172	0.003726965	0.061645277	0.020416316	0.06402016	0.42178437	0.42449453	0.0036275054
a28	0.0016521786	0.0062284907	0.05017757	0.0151969185	0.07235884	0.50678456	0.34417897	0.0034224207
a31	0.33799785	0.20997038	0.051943928	0.06633321	0.013384249	0.034586955	0.15247752	0.13330594
a24	0.46747333	0.2866411	0.11175265	0.096757405	0.004340579	0.00612716	0.009916946	0.016990872
a31	0.32638094	0.17651299	0.22958851	0.22530122	0.022404246	0.014327526	0.0039690165	0.0015156128
a10	0.085042655	0.11595782	0.35947016	0.38709417	0.03731761	0.0064822175	0.006693288	0.0019420909
a20	0.03712246	0.043441504	0.3331486	0.39973712	0.09712978	0.008099221	0.061503313	0.01981803
a31	0.016345179	0.023584647	0.2005255	0.5835518	0.13270487	0.0043414943	0.036807135	0.0021393085
a39	0.022762377	0.022758106	0.06567371	0.2650357	0.2875959	0.059970614	0.24122332	0.034980286
a31	0.060513753	0.05753752	0.08859798	0.26185006	0.20141321	0.06998314	0.2413795	0.018724814
a18	0.06589072	0.06519294	0.07489713	0.11000171	0.12964496	0.09248439	0.29066843	0.17121974
a31	0.09014865	0.08742765	0.09107474	0.12970248	0.12477241	0.094972864	0.29173583	0.0901654
a17	0.07704468	0.07680768	0.077606946	0.083592094	0.08672953	0.07938008	0.096437104	0.42240182
a31	0.08047804	0.07964255	0.07977063	0.08580385	0.08412722	0.078659005	0.12554711	0.3859716
a8	0.07097518	0.070885524	0.07090741	0.07274496	0.07371248	0.07092942	0.072242126	0.4976029
</S>	0.07701934	0.076732114	0.07693687	0.08039791	0.0808012	0.07712382	0.09567984	0.4353089
