 	mi	si	gonfiò	il	dito	</S>
a41	0.9254143	0.011210903	0.00073432777	0.019122683	0.0018701844	0.041647594
a20	0.011141835	0.06509402	0.15739352	0.7613841	0.0015263994	0.0034601039
a39	0.7015974	0.017681872	0.015869012	0.2626678	0.00042434904	0.0017595347
a31	0.41118672	0.08203602	0.08205382	0.41729203	0.0012356652	0.006195726
a37	0.24182121	0.16813332	0.1535317	0.43284267	0.0008415785	0.002829466
a21	0.32364938	0.043520693	0.1510539	0.4767958	0.003845863	0.0011342786
a38	0.28455538	0.012439107	0.1701333	0.403529	0.124875925	0.0044672247
a18	0.03806246	0.005738076	0.20241345	0.26663196	0.48336726	0.0037867436
a46	0.008301388	0.0029618822	0.049512897	0.27192414	0.65942127	0.007878458
a31	0.0111425845	0.007173053	0.028184125	0.37600756	0.54268783	0.034804814
a20	0.031475738	0.027421629	0.038297128	0.40914774	0.25014433	0.24351338
a46	0.036394686	0.03432356	0.04220034	0.40479618	0.12971897	0.3525662
a31	0.04876254	0.047677588	0.0514896	0.29524466	0.086526886	0.4702987
a8	0.080668725	0.080217056	0.08202157	0.17131227	0.10017232	0.48560804
a31	0.059223115	0.05848936	0.06036882	0.21262856	0.07393531	0.5353548
</S>	0.105690666	0.10524808	0.105771005	0.12933816	0.112902105	0.44105005
