 	sta	e	dorme	nel	letto	</S>
a33	0.12668724	0.08316866	0.5012623	0.19425626	0.006367486	0.08825793
a31	0.004365687	0.759982	0.21994466	0.012037586	0.003659689	1.0406058e-05
a37	0.07351052	0.42812747	0.4313841	0.014920802	0.051475074	0.0005820534
a31	0.05887835	0.045947395	0.02288965	0.0007106314	0.8698746	0.0016993392
a13	0.2265207	0.24712628	0.22539403	0.00306966	0.29507574	0.002813568
a20	0.31250083	0.15193246	0.5062105	0.007897321	0.019973014	0.0014858098
a24	0.09407298	0.073228344	0.779094	0.0038199225	0.0400758	0.009708866
a28	0.023514325	0.035821278	0.81910145	0.034366466	0.05910813	0.02808833
a31	0.024098737	0.04650185	0.57566386	0.19844213	0.13941684	0.015876582
a35	0.037477434	0.05618006	0.50905234	0.26717588	0.10755912	0.022555096
a18	0.051294502	0.06086736	0.40428948	0.30871338	0.13832633	0.036509003
a31	0.09275541	0.11151652	0.32760444	0.2289751	0.15812841	0.08102017
a13	0.1339849	0.14182797	0.19151762	0.1684713	0.16466022	0.19953798
a39	0.14303695	0.14322647	0.18392158	0.17958127	0.17355253	0.17668119
a31	0.14907287	0.15021376	0.16449407	0.1602798	0.15663204	0.2193074
a21	0.13184097	0.13196939	0.13541336	0.1353668	0.1362753	0.32913417
a31	0.13230257	0.13224323	0.14626192	0.14335665	0.1440626	0.30177304
</S>	0.12712477	0.12714814	0.12825672	0.1288013	0.135688	0.35298103
