 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.0260591	0.09409648	0.14255568	0.08157312	0.00048080634	0.5483276	0.09724146	0.00966574
a31	0.0033291024	0.025724981	0.3168684	0.49729383	0.019977607	0.13648596	0.000111591544	0.00020851805
a21	0.027080627	0.01757615	0.26557666	0.6875126	0.001656075	0.000505329	7.1475806e-05	2.106429e-05
a28	0.0005483458	0.002963727	0.93740976	0.058298033	0.0005867886	0.00015855541	2.268791e-05	1.2087589e-05
a35	0.00019503731	0.001364033	0.95106196	0.044886548	0.0006211522	0.0017847961	5.6531826e-05	2.9907485e-05
a24	0.017573802	0.016159242	0.64528817	0.2679455	0.016958134	0.033114836	0.0028980228	6.231128e-05
a46	0.044826873	0.073188715	0.34382498	0.33237156	0.0500957	0.1466566	0.0072956095	0.001739964
a31	0.069992475	0.13532114	0.22207908	0.23983009	0.07282681	0.2511554	0.0046207886	0.0041741454
a24	0.029603332	0.099205315	0.21934035	0.24535139	0.08668638	0.229511	0.06133482	0.028967412
a46	0.041593783	0.05933536	0.06946455	0.1409823	0.058752455	0.46694693	0.1256318	0.037292764
a20	0.038176723	0.1000609	0.163637	0.19714564	0.063553765	0.28544864	0.12115657	0.03082075
a31	0.037464444	0.047069732	0.053763136	0.086256124	0.064438894	0.28237623	0.25204363	0.17658783
a6	0.067341	0.07979935	0.095132485	0.11416145	0.0789819	0.12263573	0.09051817	0.3514299
a20	0.05025974	0.046932973	0.041026123	0.04410747	0.055483297	0.16868587	0.17721157	0.41629294
a31	0.07242492	0.07616869	0.080047235	0.087127976	0.07853862	0.094484605	0.080552414	0.4306556
a45	0.07414737	0.074705444	0.075741865	0.07513649	0.07707702	0.08417202	0.0790295	0.45999032
a20	0.01984884	0.047120675	0.0763449	0.366209	0.18051104	0.26732033	0.038221724	0.0044235205
a31	0.05383815	0.06077155	0.069337666	0.07863903	0.059083726	0.076817565	0.0632424	0.5382698
a46	0.06819996	0.06863007	0.06939263	0.06989009	0.072998196	0.0871004	0.0775992	0.48618937
a31	0.06938546	0.06986477	0.0702708	0.07176256	0.074798144	0.09202147	0.08079568	0.47110105
</S>	0.07209189	0.07270128	0.07407522	0.07255296	0.073612496	0.07634962	0.07362564	0.4849909
