 	ora	che	loro	non	vengono	più	</S>
a39	0.81740177	0.087303676	0.005032688	0.03112674	0.004692339	0.05048005	0.0039627687
a20	0.1337826	0.5267914	0.003543222	0.3267237	0.00089537527	0.007697623	0.00056608324
a13	0.09943361	0.0089624915	0.044007234	0.67318994	0.037528615	0.13490453	0.0019735713
a17	0.4435269	0.16237779	0.07626891	0.20546366	0.013054629	0.09023053	0.00907744
a39	0.21762946	0.6201756	0.031540096	0.11101195	0.003598421	0.014692335	0.0013520943
a8	0.16815768	0.7931504	0.005293252	0.02327536	0.0025470613	0.007359336	0.00021683534
a31	0.66152585	0.33495036	0.00021065249	0.0009243517	0.00035302795	0.0019986972	3.7080143e-05
a15	0.5074676	0.4105665	0.021513617	0.013961436	0.00082427205	0.03857945	0.0070872107
a38	0.8012064	0.19695902	0.00012332005	0.00022630108	4.3259697e-05	0.0013500168	9.173042e-05
a31	0.5884137	0.3647947	0.01286081	0.010763559	0.0012188476	0.013697026	0.008251329
a13	0.5000548	0.28210515	0.07307017	0.015103965	0.00028816148	0.081658445	0.047719333
a20	0.6220839	0.34066898	0.00813921	0.002427275	3.2403183e-05	0.014925116	0.011723067
a7	0.63782614	0.33260295	0.016257958	0.004293	6.951781e-05	0.0049428972	0.0040075057
a11	0.6012655	0.36499372	0.00848412	0.0022737812	5.557541e-05	0.009465477	0.013461871
a24	0.56920373	0.34977055	0.032829836	0.024957424	0.00031868395	0.0068654884	0.01605414
a15	0.65842986	0.23751311	0.022175413	0.020073082	0.0004381007	0.017627468	0.043742836
a24	0.48036635	0.38785622	0.03354713	0.005570636	0.00039373923	0.07087269	0.02139318
a31	0.5586844	0.28883177	0.04577376	0.06903886	0.0012689357	0.009641019	0.026761224
a0	0.48355252	0.24303026	0.075262465	0.11577118	0.0033543867	0.015751889	0.063277364
a18	0.49170935	0.26853886	0.01939007	0.020486727	0.0030939847	0.09853728	0.09824375
a31	0.38019606	0.22076446	0.06886813	0.06003199	0.0025583913	0.070841804	0.19673923
a38	0.27777588	0.16634646	0.10234802	0.1282306	0.020300366	0.09339211	0.21160653
a31	0.20385392	0.16696033	0.087620705	0.07439994	0.0035947359	0.20583563	0.25773466
a20	0.19486685	0.1433836	0.11313102	0.15140317	0.019797886	0.057551652	0.31986582
a31	0.1338649	0.11701674	0.09494874	0.09508553	0.015609189	0.11724735	0.42622757
a35	0.14097562	0.11475622	0.10279779	0.11774531	0.03877851	0.06400526	0.4209413
a31	0.111444265	0.099078484	0.07402757	0.07402395	0.032093305	0.1389977	0.47033468
a18	0.107721806	0.09482904	0.088964775	0.09277013	0.045437444	0.070709825	0.499567
a31	0.087912425	0.082282975	0.06960909	0.069248006	0.03162158	0.11558494	0.5437409
a46	0.09469624	0.08964878	0.08719945	0.087727316	0.05253908	0.077976756	0.5102123
a39	0.07960796	0.07693894	0.06946982	0.0688282	0.030820746	0.10014405	0.57419026
a31	0.092240214	0.09092477	0.08738455	0.08610975	0.031517897	0.09337389	0.51844895
</S>	0.108142175	0.10590624	0.10317096	0.10278919	0.06209901	0.09719542	0.420697
