 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.34874502	0.6476914	0.00028905316	0.00018839414	6.08017e-05	0.00026095242	0.0020717063	0.00069269695
a31	0.45966715	0.29614326	0.10184695	0.12948205	0.00075870065	0.010216656	4.5919256e-05	0.0018393727
a15	0.1654837	0.6956869	0.055699527	0.074054144	0.0015771466	0.00012277652	0.0050378786	0.002338029
a20	0.08087031	0.023666525	0.463019	0.4283492	0.0031344881	0.0005105612	0.00017772772	0.0002721263
a11	0.113529496	0.4216554	0.17560394	0.27812088	0.0071821273	0.0023276052	0.0003631672	0.0012173625
a31	0.31975415	0.16852833	0.15359657	0.29887334	0.037680898	0.02115672	0.00016016976	0.0002497722
a39	0.13971078	0.07186049	0.1520552	0.32546285	0.0075349393	0.30165523	0.0014381246	0.00028241784
a46	0.03637876	0.021716686	0.0338755	0.16329747	0.0024645173	0.7407714	0.0009124995	0.00058316375
a18	0.035752866	0.022118421	0.036627248	0.093451865	0.0044322195	0.77502865	0.003731648	0.028857028
a31	0.040248346	0.03433027	0.04142833	0.053877473	0.02098283	0.18821588	0.009528218	0.6113887
a13	0.081163004	0.085835114	0.07975099	0.088057674	0.069768086	0.12099702	0.03779711	0.436631
a31	0.044238072	0.03829724	0.045694295	0.04559418	0.032423615	0.06199531	0.040769037	0.6909883
a46	0.0825043	0.08435945	0.08230423	0.083371915	0.078752644	0.09459664	0.07107365	0.42303714
a31	0.054622333	0.053079806	0.055006985	0.055449963	0.04979694	0.06975496	0.04641943	0.6158696
</S>	0.06460851	0.06511596	0.06456946	0.064762056	0.06382007	0.0685166	0.060469072	0.54813826
