 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.25619236	0.000557111	6.234675e-05	0.0028570362	0.10934023	0.36167595	0.14924094	0.120074034
a31	0.0056268885	0.018488873	5.557579e-05	0.17034298	0.7981939	0.0022349644	0.0050405683	1.6266335e-05
a37	0.70687264	0.00456706	6.9849693e-06	0.07073693	0.11602465	0.08375668	0.016266521	0.0017685969
a20	0.15016967	0.37344417	0.00043238586	0.014697549	0.03841794	0.028886516	0.39205995	0.0018918755
a29	0.29673728	0.39707807	0.0015115472	0.018103767	0.022452233	0.001570289	0.26176268	0.00078413513
a14	0.27027854	0.058701303	0.001208271	0.011907925	0.007209936	0.0028266292	0.6447472	0.0031202359
a21	0.2680585	0.046124984	0.0018693288	0.016945198	0.0074833324	0.0046411813	0.64483577	0.010041677
a31	0.37606454	0.06250547	0.0026830742	0.04347285	0.011798208	0.00582883	0.47496825	0.022678738
a20	0.09383875	0.01890657	0.007915808	0.0243302	0.0073818704	0.007293883	0.8128291	0.027503924
a6	0.14009744	0.056752134	0.009194139	0.1525454	0.04212163	0.025224993	0.55866814	0.015396107
a31	0.046865884	0.034308653	0.00276984	0.12932122	0.1346594	0.022256836	0.6147111	0.015107123
a8	0.07317945	0.03787202	0.007640739	0.046116117	0.14329745	0.12219602	0.36106628	0.2086319
a20	0.073125266	0.10884184	0.025458805	0.36683834	0.21475133	0.13515624	0.07511973	0.000708526
a31	0.059097417	0.08894338	0.023982856	0.16938502	0.2494597	0.09536859	0.10228612	0.21147694
a37	0.063228264	0.08120086	0.039417256	0.11976666	0.175708	0.07599105	0.101205744	0.34348217
a31	0.11905631	0.12041007	0.1098521	0.12606329	0.08725595	0.14184192	0.04518086	0.25033954
a24	0.100941084	0.10263213	0.09597273	0.11855273	0.088067055	0.09399398	0.028158937	0.37168133
a31	0.07882771	0.07637741	0.072071075	0.06952691	0.084206246	0.28684387	0.051879916	0.28026688
a20	0.079511516	0.079702005	0.07841899	0.08503094	0.084624395	0.1107071	0.043706395	0.43829864
a31	0.060846258	0.06055516	0.059810884	0.06259152	0.08020695	0.16752867	0.06767593	0.44078466
a7	0.08980631	0.089739464	0.08953047	0.08879227	0.08757873	0.104036756	0.056919873	0.39359614
a35	0.07561962	0.07534032	0.07488659	0.07447159	0.07911046	0.11517116	0.05948978	0.44591048
</S>	0.07301764	0.07281024	0.07230781	0.072644286	0.07905834	0.12320836	0.056736264	0.45021704
