 	il	ladro	è	entrato	da	qui	</S>
a31	0.8303759	0.015657352	0.009855209	0.002700707	0.07763634	0.034104317	0.029670265
a17	0.06089477	0.09402054	0.1652266	1.7439743e-05	0.64530414	0.00010119473	0.03443533
a37	0.0965612	0.889926	0.0067474465	0.00012383921	0.0012098375	0.003933445	0.001498301
a35	0.18475103	0.7217251	0.07098466	0.00023392522	0.0017995937	0.0064711184	0.01403458
a18	0.11704752	0.67078155	0.20206927	0.001046276	0.0065244026	0.0020068937	0.00052414404
a31	0.6225564	0.2976787	0.06366044	0.001284257	0.013385539	0.0010854226	0.00034927722
a24	0.40190855	0.17694858	0.093974635	0.00018257074	0.27641943	0.010812126	0.03975405
a31	0.3323041	0.09871171	0.099431545	0.00081066054	0.42735374	0.00834862	0.03303964
a16	0.10793484	0.10791866	0.13291642	0.0038159774	0.55537343	0.0068874666	0.085153274
a31	0.08020156	0.024545843	0.041031186	0.004540585	0.7719727	0.019252283	0.058455847
a46	0.11929296	0.11748924	0.12536438	0.0745311	0.17175579	0.07272714	0.31883937
a31	0.10267505	0.08063054	0.08864425	0.05766624	0.22348112	0.059898525	0.3870043
a46	0.0837874	0.08336695	0.08381139	0.07850095	0.0860656	0.0736166	0.51085114
a31	0.069355935	0.067568086	0.06818485	0.063976906	0.073652804	0.060999557	0.59626186
a35	0.08196843	0.0818031	0.08182105	0.080506735	0.08076715	0.078340806	0.5147928
a31	0.057079677	0.055438142	0.055952784	0.05513468	0.060192097	0.05939295	0.6568097
a8	0.08432521	0.08416008	0.08415175	0.08352069	0.08328003	0.08242881	0.49813345
a31	0.060993146	0.060495123	0.060656257	0.059850093	0.062471274	0.05969419	0.63583994
</S>	0.089606054	0.08940056	0.0894002	0.0890025	0.08911386	0.08824153	0.4652353
