 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.03653204	0.0030548968	0.0361456	0.08070944	0.049623717	0.41687512	0.37487948	0.002179658
a31	0.019636631	0.35383162	0.38824138	0.20362763	0.015833246	0.0041629463	0.0116234915	0.0030430665
a7	0.0020761099	9.245428e-05	0.9975017	0.00012691604	4.3300308e-05	7.2024406e-05	8.016228e-05	7.4461914e-06
a46	0.0042471946	0.001320769	0.98949194	0.00084437436	0.00033059806	0.00085675326	0.0026044876	0.00030390374
a10	0.068984255	0.5183524	0.23191504	0.12915082	0.026018592	0.0074471384	0.016524602	0.0016070951
a14	0.0668022	0.011606543	0.0036232488	0.76686704	0.13562717	0.0060806717	0.007899569	0.0014935998
a31	0.0411504	0.0039996593	0.023872552	0.43788424	0.43748373	0.035518736	0.019027365	0.001063419
a0	0.016379254	0.008877912	0.07266098	0.09793261	0.42861152	0.2911595	0.07856917	0.0058091152
a20	0.037526652	0.01791917	0.102314815	0.0997498	0.29179546	0.3688864	0.0635242	0.018283417
a31	0.01768816	0.013375606	0.069592044	0.045624074	0.21824893	0.384076	0.23932096	0.012074215
a10	0.04915358	0.044357937	0.101890296	0.059573684	0.124242835	0.27965048	0.22682795	0.114303246
a0	0.08234851	0.08061009	0.09723073	0.08491343	0.10475054	0.15535353	0.13728678	0.25750643
a18	0.08935402	0.090762936	0.092254855	0.08675861	0.116885714	0.20934112	0.17662801	0.13801467
a17	0.0886142	0.089609176	0.09220704	0.08858042	0.12942705	0.24125388	0.18742469	0.08288353
a8	0.09050092	0.105109535	0.0649626	0.069702014	0.09274216	0.2121598	0.21477666	0.15004638
</S>	0.08831756	0.11093184	0.06064393	0.056810975	0.07011051	0.17336598	0.21151239	0.22830687
