 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.09817593	0.18592419	0.0064391545	0.00029424854	0.000117590425	0.00026957857	0.0966491	0.2843071	0.037468914	0.29035422
a31	0.002262805	0.009848459	0.0027760155	0.0016155206	0.00013608122	0.18333818	0.7585627	0.03986462	0.0015902156	5.345108e-06
a3	0.0053891614	0.0056033926	0.00044355766	0.009697841	0.00046656496	0.061401688	0.73108786	0.09459292	0.087824754	0.0034923896
a20	0.14709538	0.05312376	0.01748754	0.12837714	0.01234149	0.5040325	0.043977108	0.0022021544	0.08937032	0.0019926536
a31	0.43035272	0.18770017	0.19859253	0.047609087	0.011557008	0.107981406	0.014286938	0.0008888129	0.0009549945	7.641737e-05
a24	0.25117648	0.38474756	0.30127123	0.017662615	0.006276259	0.019372953	0.006258108	0.0101241255	0.0028188624	0.00029179192
a31	0.2844814	0.38283113	0.16666411	0.0834566	0.00713005	0.037343077	0.009843994	0.021109194	0.0070373877	0.000102997554
a17	0.12939654	0.27010998	0.1994539	0.0406144	0.022693852	0.031195913	0.02696487	0.24473521	0.032014415	0.002820885
a31	0.12551202	0.27815497	0.21374261	0.036946155	0.0071216286	0.06521944	0.025285244	0.21142204	0.0343505	0.0022453598
a17	0.042125136	0.07384475	0.05370372	0.023119336	0.016363002	0.028280392	0.09232199	0.5378468	0.10219566	0.030199256
a20	0.052463584	0.13979682	0.13595136	0.03320164	0.014004876	0.088334575	0.0745073	0.42142904	0.038970202	0.0013405745
a41	0.060066506	0.12149935	0.10399707	0.039810635	0.026850386	0.05256594	0.0783797	0.413824	0.099121384	0.0038850054
a31	0.06264741	0.12438205	0.122210614	0.06028656	0.040446058	0.077932395	0.08427655	0.34375638	0.08333794	0.0007240407
a17	0.030358503	0.056971684	0.048299957	0.042896274	0.030640405	0.013433003	0.085190974	0.4057027	0.17283285	0.1136736
a31	0.03376069	0.06448373	0.06972231	0.11819859	0.036537103	0.09002566	0.14252639	0.30149928	0.13742872	0.0058175125
a24	0.025346786	0.039137583	0.03870321	0.10078082	0.032404713	0.045559485	0.13042794	0.23145652	0.1503951	0.20578781
a31	0.07862153	0.12046392	0.13941713	0.057391368	0.033713944	0.05878384	0.07698525	0.118054256	0.21810336	0.09846548
a32	0.03066039	0.034164064	0.034388747	0.06615959	0.031714164	0.121459946	0.16281898	0.061194506	0.123007044	0.33443257
a31	0.09975644	0.16630882	0.19574429	0.034269843	0.01713213	0.01761038	0.019787617	0.119829915	0.18391687	0.14564371
a20	0.04103643	0.04201573	0.042167004	0.046731696	0.040597096	0.0788211	0.089810945	0.04871934	0.07382772	0.4962729
a31	0.07800875	0.08575695	0.08965561	0.07212995	0.0676564	0.09086168	0.09501527	0.099056065	0.12090671	0.20095262
a46	0.05725024	0.057664517	0.05775588	0.057837155	0.056739256	0.06076321	0.06315391	0.059791528	0.06571204	0.46333218
a33	0.06492058	0.06617032	0.066766895	0.06413839	0.0631739	0.066755526	0.06784704	0.06771366	0.06948138	0.4030324
</S>	0.078623965	0.07938108	0.079633355	0.08344023	0.07836836	0.11572622	0.1214573	0.08313438	0.07626255	0.20397252
