 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a46	0.07434338	0.012817454	0.0012314692	5.1091483e-05	0.015788885	0.1287369	0.27840814	0.440319	0.03559986	0.0029212171	0.0016798832	0.005827029	0.0021657732	0.00010998672
a31	0.014284598	0.07965719	0.037308715	0.025691744	0.00086442276	0.010385334	0.003542596	0.0022008752	0.07228584	0.595334	0.0097464835	0.0011645323	0.1471991	0.00033461003
a27	0.012749493	0.006867689	0.001242879	0.00078036863	0.0019197726	0.00871916	0.0047141197	0.020075211	0.025915597	0.031009113	0.004360472	0.044712633	0.83318305	0.0037504178
a17	0.06495832	0.5656652	0.23723896	0.08338222	0.0004188961	0.0021620437	0.00077002123	0.001547118	0.0038438016	0.00086004875	0.00017997058	0.0013006303	0.037181597	0.0004912098
a31	0.07956149	0.45504144	0.24279432	0.11576826	0.0018910499	0.014106693	0.001542119	0.0015814009	0.0647476	0.0086814165	3.6417096e-05	0.003803591	0.010247705	0.00019655097
a24	0.13340744	0.39161694	0.1860536	0.11100036	0.002679969	0.02195062	0.0012413407	0.00084117765	0.082073554	0.014536443	3.8471426e-05	0.0061504696	0.048263784	0.00014585273
a29	0.33039758	0.20952076	0.0960379	0.07527269	0.006316297	0.01047654	0.00090628007	0.0006259594	0.042939197	0.023643376	9.663991e-05	0.0155137135	0.18816152	9.1543785e-05
a38	0.1826682	0.13547538	0.07635126	0.066195175	0.01584252	0.049756017	0.0047838646	0.003785695	0.03378424	0.008633985	1.317838e-05	0.026158238	0.39643562	0.00011669939
a31	0.17516495	0.09639376	0.07443222	0.07157107	0.02585546	0.10542769	0.021395903	0.011088072	0.03747376	0.011967737	3.5966696e-05	0.040128265	0.3284379	0.00062725326
a37	0.054099753	0.023512056	0.011878558	0.010852247	0.037820924	0.097634815	0.035946984	0.013814664	0.17887029	0.023471607	8.6021646e-05	0.32233152	0.18709609	0.0025845657
a28	0.07568205	0.04182048	0.03134009	0.030245073	0.09005466	0.34334922	0.058720835	0.011840432	0.10054011	0.014771893	8.581197e-05	0.07605388	0.11966546	0.0058300016
a39	0.04292169	0.017760582	0.01043538	0.009794521	0.04906787	0.37473005	0.14135206	0.024228355	0.1529748	0.013965608	0.00026006877	0.089319915	0.06925815	0.003930846
a18	0.0718087	0.03494531	0.033152767	0.033468906	0.06168168	0.40376282	0.18622804	0.020759879	0.080152996	0.012517028	0.0005385635	0.028407969	0.027475972	0.0050993133
a46	0.06837687	0.03460369	0.034295104	0.034854025	0.058724713	0.37561724	0.23040734	0.021265244	0.07694977	0.012141556	0.0006394301	0.024659399	0.023697117	0.003768495
a31	0.083177194	0.032331612	0.02646174	0.026226634	0.04587304	0.2604021	0.25002214	0.03792664	0.1401474	0.018920071	0.0009696338	0.051002484	0.024519142	0.0020201188
a13	0.029965997	0.010024571	0.006736051	0.006631811	0.026196724	0.26904878	0.31302837	0.102736175	0.15670088	0.00971321	0.0006417442	0.056853324	0.010181109	0.0015412313
a39	0.023016173	0.027435964	0.045599576	0.04871875	0.025278876	0.3114838	0.38597053	0.038343474	0.032505076	0.0037897653	0.00035914872	0.024847643	0.02236047	0.0102908
a31	0.04539621	0.035283875	0.040490273	0.041387353	0.027274057	0.23880818	0.3740219	0.0728203	0.06780536	0.010187953	0.0023114174	0.031185536	0.009629133	0.0033984594
a13	0.03159731	0.027659256	0.035418116	0.036372915	0.017505456	0.20470326	0.38000154	0.121780224	0.065103054	0.007336039	0.0017625806	0.052517813	0.012723885	0.0055185487
a11	0.021186661	0.03626841	0.087017365	0.09671444	0.035486292	0.21461503	0.35748905	0.03660115	0.020789847	0.0055482313	0.001009028	0.043752287	0.024881957	0.018640187
a28	0.030653788	0.044482548	0.08582666	0.09246175	0.029444853	0.178832	0.3192839	0.06833557	0.036302596	0.010152832	0.003339133	0.06974641	0.018578075	0.012559922
a24	0.026347907	0.0305652	0.057922393	0.06286857	0.02688001	0.14579967	0.31587908	0.112014145	0.03480034	0.012985689	0.0049109324	0.12265171	0.024564514	0.0218098
a18	0.02236388	0.040084843	0.09089329	0.1025078	0.06301958	0.20946583	0.28594482	0.04013392	0.018733248	0.010582149	0.0036848427	0.056712113	0.03056044	0.025313286
a31	0.028562821	0.059772417	0.14502233	0.16138522	0.047304563	0.17459004	0.21679932	0.03126861	0.02708159	0.012466921	0.007352981	0.05166652	0.01926929	0.017457413
a13	0.036685247	0.04600612	0.08484414	0.09089151	0.030994968	0.10857703	0.23464686	0.11561114	0.045974378	0.020051517	0.0132493945	0.11654141	0.025005734	0.030920468
a39	0.023480386	0.041297436	0.08844973	0.09929206	0.068041146	0.2139712	0.2671977	0.03753388	0.019652748	0.012294095	0.0055625946	0.064024284	0.031930186	0.027272567
