 	può	che	sono	ancora	svegli	</S>
a31	0.4248824	0.3124191	0.16713005	0.032266352	0.0018614074	0.061440688
a7	0.00033387443	0.94814837	0.030165602	0.020701969	0.000626599	2.3485061e-05
a31	0.0017150982	0.7934211	0.0065476843	0.19767454	0.00011338718	0.0005281552
a7	0.0014012652	0.9764522	0.006847044	0.014706366	0.00017885317	0.00041428528
a31	0.00013938798	0.9426383	0.024647828	0.032074373	0.00045921572	4.0927032e-05
a37	0.0008329721	0.35899702	0.4156031	0.21160372	0.01233771	0.0006254836
a31	0.0018189802	0.14443591	0.378034	0.4143592	0.057575647	0.0037762644
a39	0.0046762144	0.026680712	0.22771573	0.5149142	0.21788579	0.0081272945
a31	0.008402649	0.01351402	0.2404161	0.5640164	0.16319184	0.010458996
a20	0.022739721	0.024489192	0.27195564	0.45388815	0.1425487	0.084378555
a31	0.028909354	0.028859036	0.2272227	0.43438682	0.09840187	0.18222015
a46	0.05050097	0.05041796	0.07739414	0.13749588	0.0589339	0.6252572
a8	0.062535636	0.062463604	0.07913069	0.113169424	0.06782452	0.61487615
a46	0.07340737	0.07337697	0.0870685	0.11168158	0.07791384	0.5765518
a8	0.08087336	0.080578886	0.100798056	0.12417824	0.08760733	0.52596414
a31	0.087086715	0.08511979	0.1198088	0.16423166	0.10031518	0.4434378
a20	0.10241108	0.102183945	0.10769584	0.1127799	0.10414777	0.4707815
</S>	0.07781449	0.07609279	0.08773627	0.10374595	0.08059727	0.57401323
