 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.05334879	0.039152864	0.036244143	0.34583914	0.22769769	0.27698866	0.020728666
a8	0.01117782	0.04767143	0.654042	0.021765957	0.2643335	0.0009995825	9.7089205e-06
a20	0.00014524817	0.003790153	0.09958861	0.027643764	0.8632813	0.005406175	0.00014483569
a8	0.0036572563	0.021403402	0.21507715	0.011074986	0.6184574	0.0044774716	0.12585242
a31	0.078582846	0.4534542	0.3996456	0.012801779	0.054317236	0.00025087403	0.00094743265
a37	0.043146737	0.451298	0.44296116	0.01285494	0.048534885	0.00012559713	0.0010787278
a10	0.08880472	0.7397409	0.1503672	0.0055353832	0.014259558	0.0012113217	8.096688e-05
a31	0.23154643	0.45150593	0.25857008	0.014436467	0.03886376	0.003873365	0.0012040759
a21	0.27617806	0.23915003	0.42199388	0.01587659	0.039028276	0.004919307	0.0028539402
a31	0.1979355	0.24694099	0.54641795	0.0023728963	0.0046282117	0.00044357902	0.0012608981
a10	0.09598906	0.1332727	0.5266804	0.09339624	0.12476616	0.0076831756	0.018212236
a17	0.16434486	0.060318902	0.5451087	0.024518033	0.06856758	0.0034970397	0.13364488
a20	0.21592861	0.08924852	0.5819266	0.038713578	0.04174898	0.0027105387	0.02972322
a31	0.2776379	0.08935679	0.44967043	0.04548316	0.051888186	0.0032182115	0.08274542
a39	0.055517986	0.05160343	0.14336799	0.04836365	0.059584346	0.01849201	0.6230706
a31	0.21250014	0.10787507	0.14051127	0.09033371	0.09376518	0.018555284	0.33645934
a8	0.0656575	0.06174384	0.070894696	0.061036173	0.062636964	0.037863955	0.6401668
a39	0.14478323	0.099730715	0.107972875	0.09112113	0.08930979	0.019927487	0.4471547
a8	0.11016863	0.09408044	0.1003424	0.09054031	0.08888123	0.027729519	0.48825753
</S>	0.22323613	0.13949922	0.16670424	0.118683666	0.101274975	0.006649801	0.2439519
