 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.0025103644	0.00015234938	0.0003778068	0.00050972163	0.07249291	0.32921392	0.2499619	0.344781
a0	0.0003092589	0.0010850471	0.009378563	0.0037355472	0.21622236	0.73799527	0.031209232	6.471365e-05
a28	0.00072818936	0.00085638993	0.007968396	0.0011239082	0.8443501	0.13030155	0.014611338	6.0163118e-05
a31	0.07410333	0.231717	0.1560225	0.030273322	0.2116216	0.105217	0.1669045	0.02414074
a24	0.29751134	0.24798293	0.08408653	0.16112109	0.1231194	0.019124925	0.064521916	0.0025318349
a46	0.48683888	0.061967056	0.025914164	0.065253034	0.32679254	0.0039819395	0.028180717	0.0010716376
a31	0.28427848	0.0586168	0.07645553	0.4813142	0.073652446	0.0046371925	0.015252815	0.0057925894
a24	0.07453377	0.01707577	0.0862701	0.49873623	0.22917998	0.027600052	0.022351412	0.04425273
a31	0.020626465	0.0071014543	0.14930399	0.65241605	0.06772034	0.05627652	0.023039458	0.023515677
a20	0.024235321	0.0065795383	0.06709444	0.2344264	0.14633527	0.310005	0.1825833	0.028740762
a29	0.011873941	0.008747644	0.1268802	0.53024316	0.07857029	0.15770262	0.07997103	0.0060110986
a20	0.037710685	0.027427366	0.1204255	0.2991423	0.13015503	0.20256588	0.1275708	0.055002417
a29	0.04595239	0.036879707	0.12499221	0.24404058	0.16130853	0.18433945	0.10951222	0.09297488
a13	0.09189633	0.08876221	0.12251113	0.18035291	0.13110603	0.14590657	0.101374865	0.13808988
a17	0.10706639	0.11069109	0.13478321	0.18034029	0.121672355	0.11196603	0.08219985	0.15128078
a31	0.09650611	0.09589969	0.13440453	0.18544802	0.15311597	0.11270207	0.07075022	0.15117334
a44	0.09881051	0.09522785	0.09897417	0.11256607	0.114006996	0.09245194	0.06583865	0.32212377
a8	0.083584115	0.084498264	0.11371731	0.14657485	0.12069565	0.12619194	0.096999146	0.22773866
a6	0.10439459	0.105025224	0.13738096	0.16475333	0.15524268	0.0977993	0.06796629	0.16743758
</S>	0.061203353	0.11417878	0.18316258	0.4639892	0.04146386	0.093678914	0.039662067	0.0026612964
