 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.020226674	0.017829947	0.00044263818	0.00015597863	0.024331396	0.0037097093	0.45960703	0.35886726	0.114829406
a8	7.176517e-05	0.004035259	0.00060777523	0.0046358216	0.5194368	0.022385644	0.43284684	0.01594013	4.002688e-05
a31	0.0002407879	0.005706912	0.0004117345	0.0052306275	0.9473458	0.012843039	0.021104595	0.0069066514	0.00020979495
a23	0.004793187	0.06428047	0.004783992	0.0151370615	0.05976675	0.0023902731	0.09238432	0.7511914	0.0052725165
a31	0.026099822	0.5677064	0.060339212	0.19234036	0.06043696	0.001690186	0.036073525	0.05507435	0.00023914964
a10	0.021866152	0.07632334	0.0070715225	0.02237367	0.014652019	0.0012917802	0.039837614	0.8141525	0.002431365
a24	0.021683834	0.06576683	0.003004366	0.07298405	0.118066125	0.001441967	0.050240327	0.6648032	0.0020092085
a31	0.0748039	0.060258016	0.0041395486	0.0872799	0.12055037	0.00033971123	0.03226027	0.6187481	0.0016201285
a41	0.2686227	0.015314134	0.0053797774	0.0116516845	0.01579943	0.0004253482	0.010314176	0.6701316	0.002361151
a7	0.54171336	0.055281796	0.012428228	0.08700953	0.087330855	0.0019853646	0.03272993	0.18037452	0.0011463478
a5	0.05124105	0.0042111427	0.0021988254	0.0042611808	0.005300405	0.0006468611	0.04030213	0.8869527	0.004885743
a37	0.007886181	0.002654516	0.0024768861	0.0026248912	0.0014270981	0.0005691158	0.047888458	0.89198613	0.0424867
a31	0.051406085	0.025980817	0.025984287	0.13143778	0.10095761	0.011921281	0.34990057	0.2885041	0.013907461
a46	0.039097466	0.027862236	0.034279674	0.09704447	0.09521171	0.010108375	0.5020338	0.17185226	0.022509908
a8	0.029517997	0.022254009	0.023438726	0.114640206	0.14478041	0.026648851	0.49171865	0.14032212	0.0066790776
a31	0.019238368	0.021811368	0.025399271	0.117887646	0.12518162	0.022624202	0.5633721	0.08353286	0.020952566
a29	0.034887865	0.04215607	0.054896057	0.20784736	0.14485508	0.005868781	0.34811163	0.03999039	0.12138681
a11	0.097902864	0.06027253	0.054197833	0.38748425	0.12774445	0.015200701	0.1268394	0.03306122	0.09729679
a37	0.07824383	0.060658008	0.058491234	0.32480058	0.13043736	0.01899827	0.09744491	0.01681756	0.21410823
a31	0.06833314	0.056092132	0.054317348	0.2328735	0.11421707	0.029911542	0.13510714	0.022378944	0.28676918
a24	0.06734867	0.062696636	0.06253036	0.19009228	0.09680191	0.030489989	0.09493392	0.017609008	0.37749723
a31	0.08970288	0.07055985	0.06625541	0.08917211	0.06339566	0.038136695	0.122077495	0.02523218	0.43546766
a33	0.07644946	0.07442748	0.074394815	0.12424458	0.0827626	0.0442494	0.08472481	0.024019426	0.41472748
a20	0.05302147	0.051714186	0.05140991	0.08282182	0.06472671	0.051170386	0.17912032	0.057119336	0.40889588
</S>	0.07577841	0.0752446	0.07517115	0.10358975	0.08095018	0.05691504	0.09815582	0.037421405	0.39677364
