 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.86985844	0.038178585	0.00023529737	0.001976308	0.028286424	0.0006304401	0.0022903546	0.014085095	0.044459153
a8	2.528453e-05	0.0009801834	0.0005693318	0.021694565	0.09117174	0.0019517598	0.88242686	3.6974805e-05	0.0011433655
a31	0.0034048476	0.15765941	0.058757033	0.2545311	0.36551932	0.017055806	0.14292273	0.00011540277	3.434348e-05
a10	0.005994203	0.0192401	0.008688409	0.09816987	0.45193705	0.04594517	0.36787277	0.000100936275	0.0020514065
a39	0.01258202	0.12951139	0.013852903	0.33331326	0.38537347	0.030459758	0.0946447	0.00021926267	4.3140477e-05
a31	0.02706705	0.14188816	0.01010834	0.24689198	0.38777918	0.038553864	0.14580378	0.00188334	2.4399937e-05
a20	0.13127826	0.05570297	0.023606706	0.115783386	0.21369496	0.030386703	0.4190326	0.009245189	0.0012693283
a31	0.22607347	0.04161812	0.010084149	0.09716829	0.15754396	0.034939006	0.4143896	0.014590603	0.003592788
a8	0.122674845	0.024942564	0.019867972	0.0469581	0.14616002	0.015223158	0.5761835	0.0057366076	0.042253293
a31	0.04305839	0.033023223	0.018404612	0.07835371	0.2427794	0.07426438	0.5013597	0.0076026316	0.0011538984
a17	0.04647625	0.023888184	0.023287823	0.034779683	0.14231011	0.010672459	0.62615883	0.013079831	0.07934692
a37	0.012937965	0.017913984	0.015654853	0.04564686	0.16145805	0.028685274	0.7018442	0.0061691706	0.009689611
a23	0.0119981775	0.014860431	0.016162015	0.054028485	0.15560059	0.023177965	0.6932093	0.009939693	0.021023314
a31	0.009887598	0.015740007	0.015189415	0.071943454	0.25173417	0.04975134	0.57900584	0.004136222	0.0026119521
a42	0.016658263	0.023239596	0.028284695	0.108116105	0.15280624	0.020708287	0.5105787	0.053790614	0.0858175
a31	0.032804433	0.037926894	0.034843575	0.28823286	0.34593844	0.06572213	0.18679866	0.0024568213	0.0052762264
a20	0.052528597	0.053858	0.05433254	0.33997533	0.16171548	0.027550617	0.069783665	0.056081165	0.1841746
a31	0.06456586	0.06441933	0.06343055	0.21340875	0.16525868	0.049373493	0.073849134	0.06315166	0.24254254
a17	0.080409676	0.079867035	0.079668894	0.22124095	0.13179384	0.046782	0.073202915	0.08404084	0.20299381
a31	0.08379257	0.082904235	0.07994056	0.117412284	0.097908564	0.065443955	0.08898356	0.08848715	0.2951271
a20	0.09039702	0.09003275	0.08995003	0.14347054	0.10347967	0.06378372	0.08214681	0.09201814	0.24472131
a31	0.07825665	0.07797435	0.0771287	0.08465781	0.0774509	0.0687848	0.080839515	0.07927207	0.3756352
a46	0.095515676	0.09529031	0.09520928	0.10400215	0.08501909	0.076785006	0.088355884	0.095684886	0.26413772
a8	0.0739448	0.073816895	0.07331367	0.075899296	0.07354233	0.06949149	0.07714921	0.07462341	0.40821883
a31	0.076477945	0.07655699	0.076360025	0.09556717	0.09503443	0.07424641	0.08075075	0.07142965	0.35357666
a18	0.1049175	0.10479968	0.10470058	0.108392306	0.09296532	0.08920639	0.09741037	0.103379376	0.19422847
a31	0.08495043	0.084746465	0.08397557	0.08568588	0.07853391	0.07653393	0.083863184	0.0856075	0.3361031
a20	0.110962056	0.11074147	0.11068837	0.11455534	0.093974836	0.09034943	0.10003767	0.110013716	0.15867709
a31	0.08965334	0.08951746	0.0891484	0.08996536	0.08344244	0.082142465	0.08804787	0.08978851	0.29829416
</S>	0.10732036	0.10710975	0.10707166	0.10863939	0.092902936	0.09109889	0.09927242	0.10717536	0.17940924
