 	Valeria	legge	il	giornale	</S>
a31	0.8038843	0.10014492	0.083403334	0.009805544	0.0027617558
a39	0.14092638	0.81420434	0.024665551	0.014018315	0.006185512
a8	0.09584767	0.010027039	0.015782678	0.8268305	0.051512096
a31	0.24205272	0.39899713	0.01915054	0.3081941	0.031605665
a11	0.6737376	0.25993025	0.002232635	0.041973203	0.02212639
a13	0.9046805	0.06411819	0.02423685	0.0063801054	0.00058439723
a31	0.9273029	0.0445928	0.016200442	0.011572636	0.0003313221
a18	0.9046156	0.06458003	0.016792636	0.01289465	0.0011170973
a37	0.8413804	0.08587467	0.01580102	0.054990035	0.001953803
a11	0.86347896	0.06802733	0.023703728	0.036508948	0.008281061
a41	0.7949891	0.085100584	0.04804774	0.05548821	0.016374366
a14	0.7469006	0.15106449	0.039449725	0.059312228	0.0032729022
a31	0.558846	0.16175056	0.0995504	0.1449329	0.034920245
a35	0.3820492	0.123018265	0.24231562	0.086099766	0.1665171
a31	0.18030602	0.14984913	0.15561326	0.38884422	0.12538728
a41	0.11296174	0.077092536	0.19122514	0.12694831	0.49177226
a31	0.16683936	0.15541413	0.13459921	0.19076677	0.3523805
a35	0.107635744	0.09269507	0.1471368	0.112869896	0.53966254
a31	0.09865572	0.09593335	0.09421948	0.11810645	0.593085
a8	0.11689651	0.11121518	0.1184963	0.102130115	0.55126196
a20	0.11315748	0.11205191	0.10496239	0.12121128	0.54861695
a31	0.13531317	0.13238373	0.11761661	0.09601523	0.51867133
a37	0.15292	0.1508379	0.1443786	0.10317967	0.44868386
</S>	0.11674505	0.115764156	0.11353579	0.1062148	0.54774016
