 	sono	stato	sempre	poveretti	</S>
a20	0.025860528	4.0262355e-05	0.015058689	0.8207609	0.13827963
a4	0.010901033	4.9031678e-05	0.8790088	0.10653874	0.0035023806
a31	0.15951791	0.0006607509	0.77271384	0.057500705	0.009606771
a38	0.40290326	0.0006374685	0.38126257	0.14930192	0.065894835
a31	0.6552697	0.0074526044	0.29723784	0.038411558	0.0016282602
a7	0.7529806	0.0027065605	0.11287524	0.12380865	0.007628877
a31	0.5783073	0.0016191758	0.06706712	0.23071595	0.122290425
a21	0.33309916	0.0021245168	0.21201986	0.37537575	0.07738076
a20	0.05147125	0.0005346545	0.5340468	0.32276937	0.09117791
a8	0.06589148	0.002405337	0.39522952	0.47833925	0.058134437
a31	0.02167931	0.0044496413	0.5210912	0.38542408	0.06735572
a33	0.049479973	0.02883303	0.11761026	0.6792248	0.124851905
a20	0.04131757	0.033236872	0.19967516	0.43681046	0.28895995
a31	0.1571993	0.14774942	0.13971508	0.17852464	0.37681156
a7	0.3295259	0.31204495	0.039921395	0.11248033	0.20602755
a31	0.29618663	0.2747166	0.061743386	0.057089806	0.3102636
a11	0.31641158	0.30594456	0.068095766	0.045209605	0.2643385
a31	0.18638326	0.17532764	0.10060371	0.053069793	0.48461562
a13	0.19961287	0.19641094	0.12502049	0.04870536	0.43025038
a18	0.12746026	0.12252315	0.10777589	0.08317906	0.55906165
a31	0.12668917	0.122318126	0.10702568	0.08618021	0.5577869
</S>	0.17949682	0.17820849	0.14219269	0.07060638	0.42949563
