 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.62687033	0.16563724	0.0041404446	0.001492938	0.062302552	0.13144691	0.004527509	0.003582118
a31	0.06011396	0.29675782	0.51953816	0.11535795	0.0025499137	0.004046692	8.547013e-06	0.0016269527
a37	0.15646017	0.028240105	0.28355178	0.5136749	0.0045910995	0.0010943337	0.0006423915	0.01174526
a31	0.02133017	0.033596206	0.90056163	0.040235545	0.0018271467	0.00042059575	9.943592e-05	0.0019293288
a20	0.008454387	0.16532591	0.8093981	0.010017444	0.005606077	0.00071488385	2.4435352e-05	0.000458693
a31	0.083423354	0.20636415	0.60093266	0.007832801	0.076396696	0.024868838	5.264953e-05	0.00012881157
a20	0.039369628	0.03386986	0.17401502	0.03409668	0.46493435	0.25210154	0.00055440806	0.001058553
a13	0.00938574	0.009363287	0.021330684	0.07963778	0.52491736	0.3530035	0.000254283	0.0021073737
a20	0.013858261	0.014835164	0.009605266	0.08370834	0.4635097	0.40661135	0.00096041756	0.0069115288
a24	0.0208959	0.021757303	0.0154677415	0.09450602	0.42524564	0.39956817	0.0044205813	0.018138595
a31	0.08121937	0.092053354	0.0543068	0.090222046	0.27522302	0.33328906	0.025455186	0.048231218
a0	0.09397023	0.092662595	0.09190791	0.11373875	0.19660124	0.21911067	0.08287498	0.10913366
a35	0.1276263	0.14173189	0.09870731	0.08824519	0.16185813	0.21665888	0.07902716	0.0861452
a0	0.11716409	0.13141468	0.089786306	0.090434976	0.20059966	0.3063953	0.04534043	0.01886457
a31	0.16512793	0.20954818	0.08564227	0.057137154	0.15797316	0.27213916	0.038171146	0.014260982
a11	0.0942601	0.094229564	0.09272706	0.10731498	0.16072881	0.17890003	0.08835917	0.18348028
a20	0.11101763	0.11657991	0.10001002	0.10636351	0.1536592	0.17453532	0.08940553	0.14842887
a41	0.11805171	0.12504788	0.10495104	0.112156995	0.1789744	0.2182574	0.07618401	0.0663766
a10	0.14111747	0.16313025	0.10712803	0.1020776	0.17210275	0.22936639	0.05007486	0.0350027
</S>	0.09468672	0.096508674	0.090848565	0.08631078	0.100472905	0.10886138	0.08736618	0.33494478
