 	voglio	che	Maria	venga	domani	</S>
a31	0.011682578	0.05742823	0.00031195636	0.16881277	0.4324107	0.32935372
a35	0.00032238002	0.359703	0.107715495	0.5284023	0.0035745031	0.00028230343
a31	0.0075554578	0.22375855	0.47511464	0.28888896	0.0027138358	0.0019685084
a37	0.0020670807	0.5694769	0.35722443	0.025677063	0.006821975	0.03873256
a31	0.0028553326	0.879283	0.107269965	0.007504109	0.0008041786	0.002283324
a11	0.015441325	0.522673	0.27299473	0.06633074	0.020828044	0.10173216
a31	0.004005641	0.39110824	0.1759576	0.24277262	0.05086421	0.13529171
a20	0.0075521697	0.05830919	0.19471328	0.50867665	0.18135457	0.049394153
a13	0.0066802925	0.024279175	0.078251295	0.5315683	0.32270914	0.03651187
a20	0.006921589	0.016812745	0.041550126	0.39857823	0.50691855	0.02921875
a31	0.020823507	0.02791543	0.053437952	0.31803876	0.54632646	0.033457935
a18	0.06440015	0.067879334	0.08950308	0.27304858	0.42159486	0.083574
a31	0.05988069	0.06454214	0.08165645	0.2458751	0.4677549	0.08029073
a36	0.10759994	0.10813323	0.11426888	0.1447479	0.17209296	0.3531571
a31	0.08275397	0.08673538	0.0925729	0.17044894	0.31255415	0.25493464
a20	0.09208663	0.09208889	0.09399104	0.10072692	0.107912086	0.5131944
a31	0.09194775	0.092265576	0.094429746	0.10640057	0.12065947	0.49429685
a20	0.10317712	0.10317749	0.104096435	0.10529941	0.10791343	0.4763361
a31	0.09590239	0.096062586	0.09695178	0.101373896	0.10729111	0.5024182
</S>	0.119144656	0.11916605	0.11965998	0.120178014	0.121752836	0.40009847
