 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.049805358	0.0152276615	0.002595894	0.08617429	0.36578694	0.1383597	0.15723623	0.12485437	0.059959568
a31	0.00022448247	0.022034276	0.0033839222	0.14755838	0.15051204	0.4288004	0.24744229	3.5957786e-05	8.261808e-06
a38	0.014222653	0.0011391612	0.00013588976	0.1541871	0.039864875	0.37075305	0.4193185	0.0003468288	3.1869262e-05
a17	0.001729419	0.022661781	0.0034732663	0.15558206	0.001971828	0.7886888	0.02568618	0.00019418409	1.2512926e-05
a31	0.0010768566	0.014285336	0.0026490984	0.031925034	0.007886175	0.8973716	0.043785956	0.00089889485	0.00012104427
a41	0.00031138168	0.002549647	0.000673308	0.003977243	0.0038803022	0.953683	0.032087255	0.0027671428	7.07664e-05
a17	0.015896548	0.006670773	0.0020296685	0.008481696	0.0029327618	0.88438475	0.06711805	0.012392299	9.345775e-05
a31	0.02495767	0.005364685	0.0073678126	0.008025511	0.012426611	0.7337178	0.16115865	0.04509626	0.0018850027
a0	0.0099351965	0.002935353	0.006584382	0.007110621	0.02848813	0.5690602	0.3091368	0.05888554	0.007863732
a31	0.004933975	0.0016608371	0.007880926	0.0056972606	0.009566654	0.4310148	0.5162913	0.016453348	0.006500862
a37	0.005427381	0.0033056475	0.016495334	0.016069064	0.059577886	0.37678486	0.4818297	0.019159438	0.021350773
a10	0.0057637948	0.0023637067	0.12876835	0.02770187	0.06590975	0.108039655	0.626815	0.023441957	0.011195904
a31	0.0075671324	0.0047576614	0.043198492	0.056842506	0.095766485	0.19782193	0.4652233	0.02008564	0.10873682
a16	0.01180771	0.009592595	0.08151356	0.11255706	0.16799939	0.11449657	0.43965414	0.01993916	0.04243984
a17	0.039980017	0.024437329	0.25662273	0.16947158	0.1773556	0.046418194	0.13223556	0.116892666	0.036586266
a20	0.023817807	0.017518038	0.18664084	0.16165772	0.27790287	0.043414794	0.18227784	0.087980516	0.018789489
a31	0.022374818	0.015697174	0.16933508	0.17208132	0.27186936	0.03240131	0.13274972	0.15781194	0.025679316
a39	0.036249306	0.033249795	0.07777317	0.31518275	0.15632685	0.054565255	0.11500027	0.107339256	0.10431339
a20	0.0566442	0.04765787	0.11016034	0.22288711	0.1184733	0.051715255	0.06751721	0.23428698	0.09065773
a31	0.05344895	0.05166202	0.06532146	0.19764607	0.07453118	0.054124217	0.059603628	0.11332544	0.33033702
a33	0.06775603	0.06722449	0.070553996	0.10687985	0.071037024	0.0703829	0.06964273	0.059770625	0.4167523
a48	0.05570431	0.05511738	0.06256843	0.1678235	0.06915477	0.056246243	0.05837869	0.10715331	0.36785334
a31	0.06260536	0.030518511	0.20801811	0.019065171	0.03511207	0.06939714	0.04656224	0.451656	0.07706544
a19	0.08722628	0.082901195	0.09397587	0.21200265	0.07981752	0.11210157	0.10736394	0.040195502	0.1844155
a31	0.07296921	0.03561413	0.2992585	0.02305409	0.096140705	0.043111894	0.060544103	0.23938756	0.1299198
a37	0.08548664	0.08282011	0.091447495	0.14750963	0.08283254	0.1159262	0.12260359	0.044828024	0.22654578
a31	0.05529059	0.049523808	0.076516114	0.04689974	0.07143942	0.05191016	0.054146025	0.16033855	0.4339356
a8	0.069036804	0.06851453	0.07233693	0.0689984	0.07250732	0.07448936	0.07037731	0.06480572	0.4389336
</S>	0.058921054	0.054612014	0.07644301	0.05449734	0.07560063	0.06024682	0.058439467	0.16541873	0.39582092
