 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.004703619	0.0040405192	0.00016606628	0.02062992	0.60034806	0.30449352	0.06561836
a31	7.271745e-05	2.6752046e-05	0.00029139788	0.9885622	0.010739863	0.00030426984	2.7140293e-06
a4	0.00016670398	8.886652e-06	2.9470832e-05	0.98976666	0.0067003826	0.0032954954	3.241881e-05
a46	0.014397237	0.00032123612	0.01614345	0.9523692	0.012279861	0.0044314414	5.754258e-05
a31	0.23994054	0.020155847	0.15378071	0.46387228	0.09578313	0.025710195	0.0007572997
a28	0.13993886	0.020091899	0.059390776	0.7024676	0.046922106	0.027815701	0.0033730376
a27	0.046786524	0.0045429585	0.043724075	0.8218457	0.027527904	0.051273223	0.0042995955
a31	0.017553039	0.006749137	0.097953536	0.83205557	0.025199668	0.01765162	0.00283737
a49	0.0043141525	0.002689891	0.013743168	0.8347741	0.10098152	0.029973412	0.013523746
a23	0.00537386	0.0042558755	0.007890189	0.57471645	0.19518985	0.12153914	0.09103473
a31	0.005170786	0.0048084497	0.014573276	0.65921956	0.24218374	0.07006011	0.003984127
a29	0.0039872257	0.0037234582	0.0051216036	0.3449825	0.4625949	0.16048202	0.019108322
a17	0.01130318	0.012069132	0.016291076	0.3754236	0.36915794	0.19644427	0.019310694
a20	0.016174005	0.017728921	0.022532577	0.32238016	0.33265236	0.2588679	0.029664133
a17	0.029047847	0.030534016	0.03448311	0.32420355	0.24057773	0.21678425	0.124369524
a31	0.05452535	0.056538306	0.06051974	0.30627206	0.15842147	0.14889485	0.2148282
a20	0.07748643	0.07749734	0.07787411	0.29800323	0.099194616	0.06744609	0.3024982
a31	0.07456254	0.0759065	0.07837058	0.09264777	0.12104992	0.119024746	0.43843797
a3	0.09284377	0.09286502	0.09304687	0.11269572	0.08847979	0.07502409	0.4450448
a31	0.07009834	0.07100338	0.07235259	0.06940617	0.087781474	0.08897691	0.54038113
a8	0.08406254	0.08409109	0.08427743	0.08581606	0.08710452	0.081948064	0.4927003
</S>	0.06600147	0.06633255	0.06707498	0.06810897	0.09015964	0.09077285	0.55154955
