 	se	aveva	vestito	la	figlia	l'	avessi	portato	alla	chiesa	</S>
a23	0.3247168	0.12530361	0.0025259515	0.0018309462	0.013644789	0.011756208	0.056111198	0.051969774	0.06875078	0.29577646	0.04761351
a31	0.011559532	0.084425166	0.07811529	0.14022301	0.027056314	0.017922776	0.00090896664	0.23590015	0.3970845	0.0067456095	5.86859e-05
a20	0.0033200877	0.0008851571	0.00040260356	0.00019194954	0.0017114136	0.0028033312	0.0007164116	0.9776413	0.011010176	0.0012815817	3.608304e-05
a13	0.00965474	0.029620316	0.042450435	0.023040822	0.0137827555	0.13285159	0.041757092	0.16825393	0.5209839	0.017463762	0.000140755
a37	0.061455198	0.1372692	0.109341756	0.09154401	0.008048239	0.013802018	0.017447788	0.15643847	0.38459092	0.019702792	0.0003596429
a31	0.10156597	0.17161232	0.10176128	0.070065446	0.009401885	0.005886463	0.027476491	0.12914217	0.29595703	0.08666553	0.0004653886
a43	0.093813285	0.058832657	0.03319283	0.037580676	0.013199387	0.0049284147	0.22829732	0.10011609	0.21670918	0.20951308	0.0038170873
a31	0.08039399	0.048888706	0.02868391	0.017513236	0.0023222407	0.0008148859	0.45080003	0.02392243	0.12435853	0.21353596	0.008766006
a24	0.019293817	0.007580442	0.0052163424	0.005165083	0.0053462917	0.0014362908	0.6622419	0.024900995	0.092904486	0.13421844	0.041695993
a7	0.010768548	0.01033405	0.0069188643	0.003165431	0.0022456427	0.00057667645	0.74025905	0.010295151	0.07013633	0.120540105	0.024760162
a31	0.020310964	0.013201756	0.008036043	0.0047299294	0.0033916202	0.00048427933	0.7273147	0.016357442	0.050763275	0.12495663	0.030453317
a13	0.019533215	0.010486025	0.008828173	0.008757593	0.008781257	0.002695191	0.6688808	0.022351611	0.07722898	0.14112784	0.031329315
a28	0.012444623	0.020250209	0.023457274	0.016087841	0.012677899	0.0032723492	0.64010376	0.015685678	0.047467437	0.17060019	0.037952736
a20	0.011730098	0.010251205	0.014834457	0.022562632	0.024653414	0.012572419	0.31899357	0.010755634	0.124692805	0.314211	0.13474284
a31	0.024300244	0.032397058	0.04954819	0.06892348	0.06599006	0.022852182	0.51797503	0.054861978	0.063120134	0.08462846	0.015403192
a37	0.021509582	0.022397479	0.036174443	0.06250055	0.067060634	0.03210079	0.33459017	0.013646354	0.10855674	0.18128434	0.120178916
a1	0.02777867	0.032209978	0.04459856	0.11190496	0.11474212	0.033866346	0.29859588	0.025573924	0.078792185	0.13617301	0.09576433
a28	0.05157613	0.076952256	0.12853734	0.1998657	0.19306028	0.06749188	0.1894872	0.03844191	0.02372881	0.01669676	0.014161713
a1	0.036575396	0.03743975	0.04257297	0.08859549	0.09348766	0.038956024	0.16739832	0.010643783	0.055056818	0.09750011	0.33177373
a28	0.045650344	0.062362887	0.10935974	0.24414761	0.24474502	0.07675181	0.09120484	0.031141382	0.025697425	0.017727604	0.05121134
a31	0.06124467	0.06356823	0.065260366	0.08815727	0.09034134	0.05936801	0.11601089	0.020868318	0.050165147	0.055201806	0.329814
a20	0.061197553	0.06149373	0.06497531	0.09672604	0.10027934	0.06389528	0.10210927	0.041318566	0.06817944	0.05506951	0.28475595
a31	0.06865398	0.07146608	0.07214165	0.08238984	0.083082564	0.06791388	0.106552675	0.06835854	0.077016875	0.075604565	0.2268194
a20	0.06676041	0.06677585	0.06751761	0.074875325	0.07585025	0.06718446	0.08409765	0.055221163	0.0673887	0.057606824	0.31672174
a31	0.06463057	0.0654929	0.06552464	0.067399345	0.06755599	0.06431883	0.081345245	0.06402	0.0689241	0.06587552	0.32491285
a8	0.0686133	0.06854726	0.06869017	0.07049583	0.07109141	0.06901869	0.0825008	0.060413167	0.06845402	0.0605784	0.31159693
</S>	0.06444927	0.06514433	0.06510432	0.06577783	0.0658349	0.0642169	0.07628546	0.068740375	0.06839171	0.06797746	0.3280775
