 	i	genitori	non	li	dimentichiamo	mai	</S>
a33	0.40525928	0.42364538	0.11635269	0.018589158	0.032674085	0.000848918	0.0026304724
a31	0.0007302649	0.040595543	0.6014175	0.356565	8.883746e-05	0.00055965135	4.312803e-05
a8	0.025777476	0.033974063	0.15330867	0.7818746	0.0033109682	0.0017490668	5.2554756e-06
a31	0.003395396	0.06259998	0.581747	0.35167813	0.000490611	8.627737e-06	8.0301514e-05
a8	0.010052811	0.09071216	0.29793182	0.5928756	0.0072471555	0.00028940706	0.0008910685
a31	0.10674098	0.122367345	0.5101572	0.25311074	0.0009924041	0.00026415847	0.0063670813
a46	0.14796874	0.0877251	0.18540704	0.4663854	0.014223693	0.005712766	0.092577316
a31	0.18749051	0.106311485	0.29469898	0.29154095	0.0037510924	0.00046497813	0.115742
a39	0.25315985	0.12709837	0.16805921	0.28523272	0.037775017	0.001491797	0.127183
a31	0.16669692	0.15013343	0.27997446	0.298415	0.010765831	0.00043732105	0.09357701
a24	0.20031928	0.17975292	0.23322275	0.28162888	0.042718004	0.0014065659	0.060951572
a15	0.059394132	0.08218048	0.31109953	0.20325981	0.015760183	0.0027801662	0.32552573
a31	0.07406631	0.1437585	0.44121253	0.29391196	0.015973054	0.0008840886	0.030193502
a28	0.089566834	0.13422996	0.3234614	0.33115122	0.054197192	0.01266204	0.054731376
a31	0.1280986	0.13230106	0.21874844	0.20405953	0.10332348	0.056472167	0.15699667
a18	0.12793668	0.1311858	0.1829422	0.17952734	0.11847334	0.08157984	0.17835486
a31	0.14934444	0.1606466	0.17663488	0.14793542	0.120518476	0.08346328	0.16145681
a20	0.11918571	0.1199831	0.12980795	0.1287811	0.11716399	0.107333265	0.2777449
a11	0.12535937	0.1266938	0.12923515	0.12615466	0.12167824	0.10734429	0.26353455
a13	0.12774278	0.12847921	0.12942329	0.12773196	0.1256443	0.120988525	0.23998994
a17	0.13918401	0.1419302	0.14373405	0.13689516	0.13206172	0.123594396	0.18260045
a20	0.14121011	0.14905268	0.16123231	0.14389986	0.12610966	0.09241841	0.186077
a39	0.13001814	0.13758926	0.14219534	0.12319207	0.11294381	0.089194566	0.26486686
</S>	0.13503009	0.1490288	0.14926897	0.11275917	0.10290937	0.08904216	0.26196143
