 	hai	già	mangiato	</S>
a38	0.4128255	0.26564398	0.26670963	0.054820903
a31	0.43964818	0.5546766	0.003958704	0.0017165717
a20	0.98235095	0.014713329	0.0024354737	0.0005002882
a31	0.08581771	0.6096824	0.27789485	0.026605105
a27	0.11675331	0.68021345	0.19633067	0.0067025675
a31	0.63575405	0.08984784	0.27174672	0.0026513648
a20	0.59888613	0.23825043	0.13604832	0.026815077
a31	0.5075	0.13263293	0.17716394	0.1827032
a39	0.35776728	0.31637022	0.12906288	0.19679965
a20	0.36964634	0.33785582	0.1022189	0.19027886
a10	0.33625373	0.33097363	0.14264497	0.19012769
</S>	0.26189154	0.27959085	0.17946494	0.27905267
