 	il	morto	vuole	pianto	</S>
a46	0.43043208	0.26909718	0.14741413	0.095076606	0.057980016
a23	0.0041138427	0.0014354881	0.021527037	0.9720167	0.0009069982
a20	0.9033445	0.0020792591	0.06344035	0.027280424	0.0038554275
a31	0.41377646	0.0025562984	0.022779576	0.5402737	0.020613948
a21	0.2855737	0.017639315	0.018292379	0.6642745	0.014220148
a11	0.7581834	0.0146785285	0.09832002	0.12850407	0.0003139584
a10	0.20549075	0.017663868	0.057707135	0.71700895	0.0021293215
a27	0.110536665	0.013362978	0.04543436	0.8146453	0.016020639
a17	0.303538	0.021129197	0.35772485	0.30934858	0.008259428
a31	0.16988222	0.03116889	0.4335886	0.3411619	0.024198405
a37	0.16877022	0.03650348	0.38024843	0.36130884	0.053168986
a31	0.07941243	0.020466924	0.2635054	0.575225	0.061390236
a37	0.09838742	0.040402513	0.23826681	0.51272756	0.11021574
a17	0.08206012	0.06374927	0.44703615	0.31149125	0.095663324
a31	0.12400659	0.10188046	0.21554388	0.23995045	0.31861863
a10	0.16440126	0.15234542	0.16706997	0.07631279	0.43987054
a7	0.21319568	0.20822816	0.17840058	0.036227133	0.3639485
a31	0.14445494	0.14188112	0.15645427	0.055616576	0.5015931
a33	0.14784776	0.14699076	0.14875783	0.075102285	0.48130134
a29	0.11360912	0.11278542	0.13060349	0.09467487	0.5483271
a41	0.15771396	0.15724385	0.15879737	0.09997534	0.42626947
a31	0.14057621	0.13969202	0.14697567	0.08000587	0.49275026
a39	0.20858355	0.20699789	0.19213057	0.07504356	0.31724438
</S>	0.14933339	0.14816202	0.15226376	0.083612174	0.4666286
