 	lo	ho	finito	di	fare	</S>
a8	0.09096168	0.056722756	0.08850097	0.465981	0.28951457	0.008319052
a31	0.00031801173	0.115230836	0.88264686	0.0016769216	0.00011703747	1.042331e-05
a20	0.012069906	0.110485606	0.80087006	0.029551512	0.043381482	0.0036413393
a24	0.14597327	0.10121115	0.65350777	0.020759888	0.03746395	0.041083917
a18	0.3914226	0.2225763	0.30607292	0.077328	0.0007537499	0.001846514
a31	0.42122334	0.25539467	0.3010336	0.021014202	0.000990169	0.00034393952
a20	0.11620877	0.12570918	0.64722484	0.101447694	0.0077514206	0.0016581473
a10	0.06299995	0.08290296	0.7624053	0.07611537	0.012362337	0.0032139658
a20	0.036043767	0.035715725	0.64269793	0.21263836	0.055814512	0.017089609
a7	0.03264902	0.037190612	0.6705783	0.21031578	0.043660156	0.005606173
a31	0.060188014	0.06305029	0.36395016	0.2593017	0.19636068	0.057149127
a20	0.09521645	0.09258459	0.19158636	0.18684913	0.19863479	0.23512863
a18	0.10491613	0.107681625	0.16857989	0.20682874	0.24028943	0.17170414
a24	0.108861364	0.110186525	0.1282395	0.13911279	0.1620659	0.3515339
a46	0.114892974	0.1167659	0.115615	0.12608752	0.16735964	0.35927892
a31	0.118967324	0.12144045	0.14058521	0.13552605	0.1582973	0.3251837
a33	0.10579812	0.105985984	0.106581815	0.10935034	0.11611763	0.4561661
a8	0.10166768	0.10337954	0.114460446	0.11642655	0.12963721	0.4344285
</S>	0.14980197	0.15128413	0.15576638	0.14971823	0.13600388	0.25742543
