 	la	pasta	vuole	sale	</S>
a20	0.07297595	0.084800564	0.31637487	0.52414113	0.0017074574
a31	0.06468237	0.87765986	0.04508512	0.008519097	0.0040536085
a37	0.4155702	0.48062524	0.08595583	0.016455328	0.0013934082
a46	0.04563249	0.03776983	0.20920005	0.55617833	0.1512193
a3	0.16944027	0.23849876	0.31017876	0.25260758	0.029274656
a27	0.27837878	0.03557601	0.119455025	0.5483016	0.018288618
a8	0.097726315	0.029952168	0.08022367	0.7771588	0.014938991
a31	0.31511453	0.24992016	0.1333107	0.276347	0.025307674
a18	0.14983542	0.13545989	0.14397903	0.40604803	0.16467758
a31	0.13813362	0.1651939	0.19324347	0.29214182	0.21128717
a23	0.13409007	0.13385925	0.13337953	0.14988236	0.44878873
</S>	0.13052212	0.13446324	0.13691254	0.14655231	0.45154986
