 	sta	seduta	nel	giardino	nel	giardino	</S>
a33	0.16850352	0.00023852749	0.010653117	0.34599662	0.084894784	0.07024959	0.31946385
a31	0.00013041354	6.233666e-06	0.0023100704	0.57616025	0.06773257	0.35364798	1.2411203e-05
a20	0.0023093193	5.0018793e-06	0.0022192162	0.97095054	0.02068548	0.0037548677	7.559023e-05
a31	0.009635046	0.04615129	0.017599553	0.34831566	0.18639345	0.3914214	0.00048355345
a20	0.017528186	0.013091772	0.010312168	0.04156321	0.006749705	0.9103855	0.00036938695
a38	0.21341231	0.006806748	0.012635286	0.0275124	0.009415321	0.7278831	0.0023348301
a31	0.5733912	0.014207398	0.017885063	0.022458507	0.009916262	0.34342718	0.0187144
a29	0.16372618	0.007839275	0.02605553	0.030428592	0.01506121	0.7346472	0.022241939
a20	0.14726403	0.009160012	0.027538583	0.039202042	0.049070735	0.64733267	0.080432
a31	0.3291009	0.029061541	0.068344705	0.092305675	0.08461224	0.3761103	0.020464733
a20	0.11625186	0.012687353	0.06853338	0.097123645	0.24358556	0.3828315	0.07898676
a46	0.055100184	0.015391306	0.110757716	0.1175947	0.39706838	0.27201182	0.032075852
a31	0.051962994	0.024209324	0.17683215	0.12597884	0.3927998	0.19187601	0.036340915
a20	0.0449498	0.023951516	0.23809917	0.16300817	0.21317457	0.15282708	0.16398963
a31	0.06777228	0.057514947	0.34634328	0.17680603	0.16969603	0.10513991	0.07672744
a39	0.08232851	0.071424015	0.33744228	0.14427288	0.11347323	0.05557836	0.19548072
a0	0.12102877	0.11259495	0.1968536	0.13385239	0.17841071	0.08294153	0.17431806
a20	0.12742038	0.097386405	0.1167419	0.058629267	0.16950564	0.09405023	0.3362662
a23	0.06343535	0.060255155	0.15459615	0.19679096	0.118119545	0.09141147	0.3153914
a31	0.050942425	0.04697294	0.06862715	0.17716096	0.11059254	0.0898732	0.45583087
a20	0.13352478	0.13237403	0.17808783	0.06989163	0.12091435	0.07021006	0.29499725
a31	0.10448116	0.102750465	0.10503118	0.04400162	0.120408244	0.081797086	0.44153032
a46	0.15769461	0.15710075	0.16150884	0.033516202	0.13099891	0.076271504	0.28290915
</S>	0.09973263	0.098586366	0.09919388	0.06060476	0.11497332	0.093295515	0.4336135
