 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.465439	0.10351496	0.0060371105	0.06516839	0.025735255	0.0681985	0.26590672
a20	0.0014707346	0.17714699	0.059603166	0.5948673	0.16602115	0.00053158007	0.0003591108
a17	0.070089914	0.44548845	0.16773653	0.059631195	0.24981266	0.006928748	0.00031243166
a31	0.028287033	0.22961639	0.58197683	0.12760508	0.03000667	0.0016511781	0.000856901
a39	0.023646431	0.5254056	0.26956734	0.068112954	0.11011508	0.0026544745	0.0004981214
a31	0.2441366	0.25215167	0.083371624	0.1652821	0.23084594	0.02379414	0.0004178559
a20	0.14728141	0.05572306	0.049515717	0.4751006	0.2271923	0.033132564	0.012054369
a31	0.1720753	0.047624785	0.026253434	0.241568	0.46479952	0.035912015	0.011766982
a13	0.08691223	0.031166703	0.021801183	0.24589567	0.54822725	0.022400234	0.043596752
a24	0.043528907	0.027068425	0.016225431	0.12940085	0.6942313	0.034862693	0.054682408
a46	0.054319736	0.03776445	0.02428013	0.12521146	0.63829255	0.031191213	0.088940464
a31	0.11113491	0.07316933	0.053577114	0.1738113	0.57343185	0.01054494	0.0043305424
a20	0.055835586	0.092805795	0.09365669	0.28731933	0.40800247	0.026607396	0.035772722
a31	0.050077803	0.10331778	0.11282449	0.3382101	0.33183816	0.04773417	0.015997529
a18	0.051112894	0.09581669	0.11507496	0.4229921	0.20698978	0.046629615	0.06138385
a20	0.07965172	0.09848138	0.10270427	0.33153728	0.19114345	0.1690418	0.027440147
a31	0.081095584	0.107966006	0.120874256	0.35605156	0.13058956	0.09443792	0.10898513
a11	0.10559523	0.11608767	0.12182698	0.24876805	0.13373038	0.095269606	0.17872208
a31	0.12440756	0.12238688	0.11924122	0.1335918	0.13739198	0.15838319	0.20459744
a28	0.08920873	0.08990836	0.09030664	0.10237629	0.091920376	0.08963603	0.44664353
a41	0.089172386	0.08860293	0.08806277	0.08857798	0.087889865	0.09041778	0.46727622
a8	0.077307634	0.07746137	0.07734987	0.08183383	0.08076825	0.08407783	0.5212012
a33	0.08554298	0.0864204	0.08656726	0.096889585	0.08690166	0.0854196	0.4722585
</S>	0.10544106	0.116807505	0.122218415	0.22196706	0.104587674	0.070934005	0.25804427
