 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.8628524	0.0026542263	0.05509685	0.032577652	6.474513e-05	3.8545997e-05	0.024036953	0.01529953	0.0043198853	0.0030591749
a3	0.0032238693	0.015813466	0.27754515	0.49857417	0.0012856041	0.00039668885	0.11999359	0.08292212	0.00010649249	0.00013886299
a39	0.0003744323	0.0045191078	0.5573628	0.43526348	9.553197e-05	4.4343018e-05	0.00019858385	0.002117832	1.8525565e-05	5.294731e-06
a3	0.0020583402	0.03411727	0.27201647	0.6872405	0.0003385136	4.699328e-05	0.00088074093	0.003251138	2.9748444e-05	2.0277837e-05
a10	0.026196448	0.09987413	0.11948183	0.71505696	0.005041212	0.0006410102	0.013699351	0.019758565	0.00015775279	9.268626e-05
a38	0.18406323	0.08088183	0.061305866	0.41259497	0.0068949596	0.0021134764	0.055123	0.19606729	0.0006767715	0.00027863905
a37	0.62409264	0.05526479	0.024407255	0.08620087	0.005485414	0.0013895374	0.062650084	0.13177128	0.008668841	6.927682e-05
a24	0.45524284	0.03303754	0.03243963	0.1406949	0.0047507337	0.0018535623	0.055143043	0.24702477	0.028011452	0.0018014889
a31	0.40446147	0.0242374	0.016922949	0.07967851	0.0021828527	0.0012425511	0.081637494	0.3584622	0.02865046	0.00252409
a3	0.20395212	0.028061232	0.05248241	0.1930385	0.010248011	0.0072910907	0.14800143	0.32381445	0.026131675	0.006979002
a20	0.31011674	0.017542243	0.012290405	0.037589144	0.0050357557	0.003923734	0.17340226	0.4255978	0.0053331135	0.009168843
a31	0.24610278	0.022307945	0.032043062	0.12510885	0.0095664	0.0067681912	0.18139017	0.35729426	0.012451988	0.006966338
a11	0.20802118	0.032487977	0.05233472	0.1739299	0.01368152	0.01186818	0.16180037	0.3231183	0.009001748	0.013756071
a7	0.22739278	0.040915456	0.040298853	0.11617818	0.019040313	0.014367164	0.235813	0.27955037	0.0049379515	0.021505892
a31	0.22047833	0.05303234	0.052343015	0.13500242	0.026860408	0.018891148	0.25246006	0.21565981	0.0040747067	0.021197712
a24	0.13692303	0.06329858	0.077642865	0.22678255	0.035106316	0.025379274	0.25193614	0.16516878	0.006231475	0.011530936
a46	0.07452808	0.17393027	0.11617025	0.16677468	0.025700286	0.013275371	0.16847955	0.12310262	0.034253173	0.10378572
a39	0.13880847	0.10008421	0.101427294	0.17770623	0.071740575	0.051688936	0.23211798	0.12216369	0.001935165	0.0023274526
a31	0.070108026	0.18195112	0.15313974	0.2040113	0.06235989	0.029969884	0.2001156	0.081629194	0.007644834	0.009070312
a14	0.050704498	0.13215666	0.14649679	0.34905776	0.055921312	0.028074408	0.15872769	0.038069475	0.012891634	0.02789973
a38	0.049347214	0.2753948	0.20875704	0.21107379	0.032096587	0.022848269	0.070383094	0.072364025	0.032484286	0.025250904
a31	0.0630289	0.18569846	0.17341945	0.20325664	0.086082704	0.04245168	0.17900966	0.05222009	0.0041949395	0.010637586
a37	0.03189812	0.17120047	0.17636341	0.31427628	0.043706354	0.022865878	0.1375533	0.032246742	0.020249764	0.04963973
a20	0.041827165	0.28428248	0.2349388	0.20922045	0.034943238	0.028925413	0.04796261	0.047259297	0.035773616	0.034867007
a39	0.03720521	0.2689175	0.22741434	0.18795253	0.035154644	0.030072946	0.050259277	0.04326843	0.030416949	0.089338124
a20	0.043629277	0.26951095	0.20736732	0.14747486	0.040438723	0.037660617	0.046897016	0.048692025	0.042167224	0.11616193
a35	0.03741217	0.25999013	0.21231611	0.15904255	0.037351277	0.03404461	0.041427925	0.03662299	0.033456735	0.14833549
a20	0.061466884	0.19741201	0.13283299	0.09382981	0.048728175	0.047542598	0.047382187	0.06368636	0.057291392	0.24982768
a31	0.04064408	0.23337317	0.17876956	0.12549435	0.04048083	0.03843592	0.04032717	0.038169812	0.038102806	0.22620231
a24	0.0573166	0.13658851	0.10407769	0.08138427	0.055716608	0.05510253	0.050474316	0.054330267	0.057229258	0.34777993
a31	0.06679731	0.084965765	0.07032639	0.06392742	0.055825867	0.05552373	0.055560842	0.07160539	0.0667367	0.40873066
a8	0.050308768	0.11629809	0.089642204	0.070725314	0.049694613	0.04919903	0.049422015	0.050987057	0.05111386	0.4226091
a31	0.04484915	0.058950257	0.051014375	0.046608128	0.04166464	0.04150849	0.04547132	0.05067065	0.04463442	0.57462865
a41	0.057154696	0.080666244	0.071366504	0.0653319	0.057090934	0.056913525	0.05586978	0.057406828	0.057027213	0.44117233
a8	0.050139528	0.05348355	0.05135847	0.050346956	0.04879843	0.04874939	0.05003559	0.052308805	0.049941573	0.5448377
a31	0.04958808	0.10289436	0.08136491	0.066131525	0.049487263	0.049079705	0.050616056	0.051521074	0.04532696	0.45399013
</S>	0.06797012	0.08111861	0.07634477	0.07418976	0.06774177	0.06763377	0.06519499	0.067809485	0.066919	0.36507773
