 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.0026506016	0.06544055	0.01879348	0.11221737	0.23666273	0.13361049	0.019264506	0.41136032
a31	0.00017114606	0.012328647	0.029104628	0.02316512	0.0066816555	0.9284779	7.063351e-05	3.454999e-07
a29	0.000105024475	0.0021779733	0.0042373487	0.21367207	0.011633501	0.76635575	0.0016743505	0.00014405584
a10	0.0011830797	0.0006511774	0.0062107793	0.39818853	0.012947815	0.5807464	5.566154e-05	1.6550985e-05
a24	0.0048931185	0.0027848498	0.011754442	0.29824498	0.040448915	0.6417959	5.7766774e-05	2.0048241e-05
a31	0.04814082	0.016880881	0.050955143	0.43102258	0.17932892	0.27290025	0.0007467831	2.4704801e-05
a24	0.059434474	0.047072228	0.05874924	0.19094102	0.44162014	0.19617358	0.0047641806	0.0012452368
a16	0.051913004	0.04571199	0.07359358	0.27798453	0.38681716	0.1479105	0.013310397	0.002758858
a31	0.096578024	0.089297935	0.076439045	0.18932012	0.34614432	0.17939723	0.017972216	0.0048510893
a20	0.038833782	0.05517109	0.05823382	0.09019339	0.39104176	0.16046052	0.18006134	0.026004337
a31	0.032193646	0.057802133	0.059600513	0.1260313	0.29803532	0.3154364	0.10904966	0.0018510366
a11	0.022333417	0.059430797	0.08678409	0.10395199	0.3045684	0.16235572	0.23055206	0.030023487
a17	0.022674743	0.033253856	0.087729506	0.18172222	0.2954869	0.22251388	0.15011473	0.0065041734
a11	0.027960176	0.060618963	0.1084642	0.16402383	0.25950631	0.22118598	0.15334265	0.0048979037
a17	0.042880896	0.045320425	0.11668073	0.25801295	0.19257715	0.17461543	0.14818992	0.021722512
a31	0.040365428	0.05444268	0.14032288	0.25318524	0.19409914	0.18666601	0.11372499	0.017193615
a20	0.04237118	0.05089064	0.15893868	0.27580765	0.1587647	0.08588214	0.06809494	0.1592501
a31	0.074379474	0.07069801	0.1043249	0.20149696	0.10887276	0.10227751	0.1021636	0.23578678
a20	0.07199133	0.072768904	0.08740347	0.117913485	0.08492727	0.07099742	0.07473678	0.41926137
a8	0.0806869	0.07988768	0.08277714	0.09205386	0.08439315	0.078354806	0.083221525	0.41862488
a31	0.090272024	0.09104056	0.11076664	0.1529678	0.10646556	0.09051183	0.08797835	0.2699972
a24	0.10073985	0.10090226	0.1042995	0.111210994	0.10313145	0.08023616	0.095043	0.30443683
a31	0.088564806	0.08620148	0.084190615	0.08739765	0.084051184	0.06763118	0.08559495	0.4163682
a10	0.09564318	0.09577535	0.09826379	0.10330348	0.09772782	0.08058671	0.092406206	0.33629346
a31	0.08323631	0.08284081	0.08246994	0.08289507	0.0829542	0.07444574	0.08279376	0.42836428
a11	0.082881756	0.082828306	0.08303144	0.0836675	0.08388561	0.07790354	0.08315662	0.42264524
a46	0.06615367	0.06593177	0.06577993	0.06617473	0.06760416	0.065049574	0.06886315	0.53444296
a6	0.066830404	0.06672308	0.06715422	0.06850651	0.06945777	0.06741371	0.06999813	0.5239161
a31	0.06796121	0.06722412	0.06705409	0.06913796	0.082455285	0.08124234	0.09475562	0.47016928
a26	0.083614975	0.08369583	0.08466405	0.08702619	0.08647139	0.07818474	0.08339242	0.4129504
a31	0.060218085	0.059150223	0.058198787	0.05967105	0.064695634	0.06430691	0.07134378	0.5624155
a8	0.074988395	0.07495921	0.075094335	0.0756541	0.0768169	0.07263006	0.07624444	0.47361264
</S>	0.07434026	0.07380254	0.07361669	0.075063504	0.08310164	0.08278786	0.08724577	0.4500418
