 	io	non	ho	niente	da	mangiare	</S>
a8	0.00075198617	0.007816792	0.036189575	0.035890333	0.6269227	0.17431094	0.11811775
a31	0.00035621278	0.015979506	0.053730596	0.927229	0.002345851	0.00035684725	1.9994172e-06
a8	0.00049399177	0.0029404406	0.030036503	0.57502526	0.28144267	0.10902643	0.0010346896
a20	0.36607322	0.08992064	0.05689679	0.4657249	0.0058412645	0.014904787	0.0006384305
a31	0.3234106	0.2171186	0.2469333	0.1937401	0.0069575734	0.0034448453	0.008394957
a14	0.19556151	0.093969226	0.42889637	0.2164564	0.026810631	0.025733357	0.012572521
a31	0.26810917	0.06396023	0.46700063	0.10610275	0.013576476	0.072590195	0.008660452
a13	0.04909669	0.040820234	0.5706212	0.2262326	0.05319885	0.014639392	0.045391027
a37	0.033070806	0.023263514	0.41919708	0.35323003	0.06613728	0.045406375	0.059695017
a10	0.016842334	0.019020902	0.25780556	0.44347686	0.21422789	0.020368554	0.0282579
a20	0.024940394	0.021455005	0.10068362	0.5596794	0.18863122	0.029958235	0.07465205
a7	0.023102574	0.021238353	0.07591844	0.6888798	0.15194663	0.029293258	0.009620957
a18	0.07102231	0.054237865	0.1106125	0.4986192	0.16327809	0.0660564	0.036173664
a44	0.066290274	0.058486816	0.09451531	0.5298252	0.1381493	0.078735575	0.03399747
</S>	0.08822522	0.076518185	0.1028278	0.4451235	0.12535726	0.11293738	0.04901068
