 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.06383239	0.007025749	0.0012054254	0.0006104731	0.07539171	0.4494267	0.07855269	0.10151277	0.22244205
a31	0.0013823692	0.1950343	0.7333206	0.033489455	0.01966607	0.008086607	0.008912802	0.00010433545	3.4533314e-06
a37	0.16887909	0.34472054	0.32400626	0.0096017895	0.008260166	0.06743863	0.07205043	0.0028434603	0.0021996102
a20	0.009344819	0.2022618	0.74219555	0.0031700078	0.0020021084	0.008885637	0.030481873	0.0010421827	0.00061601534
a28	0.01235663	0.13373947	0.83121866	0.0030326047	0.017598065	0.0006427068	0.0013262235	5.0094888e-05	3.5539946e-05
a37	0.0471565	0.15644747	0.71706736	0.016145384	0.058537498	0.0014776387	0.0028212236	0.00026127146	8.563775e-05
a18	0.15812024	0.18227825	0.53425443	0.0096896645	0.10530055	0.006276951	0.0037600608	0.00027654192	4.3319407e-05
a31	0.14423606	0.14301045	0.12270445	0.0043034963	0.114694744	0.3597095	0.108401656	0.0025080463	0.00043156446
a0	0.003549774	0.0057509276	0.004837601	0.0022151815	0.046687674	0.5965357	0.23697095	0.10163767	0.0018145157
a13	0.0063668885	0.04279391	0.026279917	0.00118213	0.082271606	0.68124205	0.12567711	0.031218562	0.0029679288
a31	0.0025970899	0.016410185	0.006052739	0.001091989	0.011587594	0.7844096	0.1476509	0.029843982	0.00035594858
a41	0.0041540843	0.02746921	0.020756118	0.007253604	0.046798836	0.5064146	0.21690212	0.16756408	0.0026873834
a24	0.016291045	0.103657685	0.041295614	0.007065121	0.038399853	0.5309168	0.25607783	0.0061631785	0.0001329114
a37	0.025461022	0.08080685	0.038941555	0.010529901	0.036285106	0.30643433	0.38547444	0.1044847	0.011582022
a31	0.023692736	0.057291217	0.056524556	0.020630525	0.06329076	0.20499143	0.41068807	0.13858995	0.02430068
a28	0.03561249	0.055812333	0.047668632	0.02958865	0.0504872	0.1695437	0.47695065	0.1067187	0.027617648
a11	0.051227238	0.06509758	0.047581982	0.042537477	0.04789662	0.118440896	0.45000592	0.093475014	0.08373731
a39	0.059165556	0.070685074	0.05519225	0.05176824	0.054755673	0.09967501	0.39556316	0.07971207	0.13348301
a46	0.07006843	0.07795474	0.06928871	0.065301836	0.068803325	0.095585614	0.3182226	0.071670696	0.16310401
a49	0.0827661	0.103260696	0.08253245	0.072082154	0.079115875	0.11077204	0.31792855	0.051655542	0.09988651
a31	0.065969124	0.07280324	0.062131595	0.060115006	0.060959127	0.07543364	0.15982601	0.075747035	0.36701524
a33	0.07690948	0.077230185	0.076708175	0.07610412	0.076833926	0.08226888	0.14065774	0.08123259	0.31205487
</S>	0.0890283	0.09376046	0.08874431	0.08640221	0.088239156	0.10558144	0.26229092	0.04965604	0.13629717
