 	lo	sentii	che	arrivò	</S>
a11	0.8235601	0.0054095676	0.0058575915	0.09068164	0.0744911
a31	0.040685385	0.0013384112	0.11924847	0.63955265	0.19917515
a28	0.056891844	0.0010776878	0.039682373	0.85580784	0.04654016
a37	0.14907494	0.005493177	0.50786775	0.22383137	0.11373278
a20	0.05635648	0.010412264	0.91829044	0.013894011	0.0010468104
a31	0.5148246	0.004759824	0.4031802	0.074458644	0.0027766905
a1	0.30677146	0.000909333	0.006436475	0.6656713	0.020211399
a0	0.24328426	0.00052608474	0.010176365	0.73879045	0.0072228536
a17	0.10880418	0.0010699077	0.0039841747	0.78416294	0.10197882
a31	0.20884338	0.0044420757	0.003137086	0.7436885	0.039888956
a0	0.27826315	0.04030099	0.013315791	0.55150026	0.11661979
a46	0.1519846	0.017929228	0.019618887	0.6044233	0.20604396
a31	0.21446572	0.09643356	0.056384597	0.3211652	0.31155086
a18	0.18284145	0.14462338	0.095784895	0.19601987	0.38073045
a31	0.14309563	0.11999555	0.09174708	0.17370921	0.47145253
a39	0.16894117	0.15948826	0.12947895	0.1683517	0.37373996
a31	0.12610815	0.11703791	0.103512414	0.14032267	0.5130189
a46	0.15897685	0.1553749	0.14115803	0.15804572	0.38644454
</S>	0.11746955	0.112798914	0.10601675	0.1255585	0.5381563
