 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.6787125	0.29575095	0.002724216	0.0012243568	0.00019397918	1.37066745e-05	0.0010536679	0.004915794	0.015410793
a29	0.026800629	0.32929957	0.2303935	0.27800635	0.007763558	0.0640975	0.048752293	0.014268611	0.00061793945
a31	0.08407905	0.09838989	0.45793274	0.08028549	0.008426782	0.2681872	0.00079455745	0.0015581349	0.00034620697
a20	0.043099083	0.05251626	0.553496	0.09755188	0.0035872112	0.2489861	0.000131694	0.0001429983	0.0004887732
a31	0.032940533	0.13639136	0.5775937	0.112307526	0.009753286	0.12956673	0.001227085	0.00020321806	1.6657428e-05
a28	0.05126863	0.08305087	0.25889507	0.56477225	0.02358232	0.017148226	0.0010780743	0.00013327326	7.126859e-05
a3	0.10044399	0.068863384	0.14869165	0.635218	0.029036008	0.013838005	0.0034689365	0.0002353036	0.00020476127
a35	0.0985971	0.073319376	0.120584935	0.6638832	0.020195104	0.009548346	0.013109086	0.00069074647	7.207854e-05
a31	0.09069438	0.0996262	0.16955984	0.5713985	0.007987372	0.004156021	0.04988435	0.006605948	8.7400986e-05
a20	0.055841934	0.068623014	0.18104956	0.28016645	0.023180664	0.014722404	0.18139938	0.17621264	0.018804017
a31	0.04257534	0.06306543	0.1759074	0.3095737	0.018052874	0.017091237	0.21298537	0.14997861	0.010770006
a28	0.054223828	0.055294674	0.09168625	0.12317641	0.049606346	0.0476158	0.11670383	0.11624132	0.34545156
a13	0.06651539	0.06673514	0.07091322	0.07563474	0.06395537	0.06292984	0.09851565	0.09848501	0.3963156
a41	0.069209665	0.07349198	0.07597518	0.07994371	0.062325235	0.06203839	0.09806536	0.09747958	0.3814709
a28	0.0691804	0.07166405	0.09313835	0.111569084	0.06546899	0.0647957	0.1004293	0.09619526	0.3275589
a31	0.082177676	0.0825182	0.084502675	0.086843476	0.08055156	0.07986818	0.08987611	0.08953673	0.32412535
a20	0.08407169	0.08449997	0.08539907	0.086639434	0.08281652	0.082467936	0.093491554	0.09343613	0.30717775
a31	0.07912275	0.08040181	0.08152362	0.08300625	0.07705797	0.07696858	0.094005704	0.0934419	0.33447137
a24	0.093166366	0.09331912	0.093713805	0.09425653	0.09272321	0.09258758	0.09993715	0.09992093	0.24037531
a46	0.082722135	0.085232556	0.085481316	0.08654354	0.07888505	0.07889804	0.09305853	0.09351995	0.31565884
</S>	0.07856141	0.0812964	0.08541806	0.08963631	0.07456896	0.07452811	0.09516733	0.09322267	0.32760075
